gene,estimate,se,zval,pval,k,coef,padj
CABP1,0.06517283152998257,0.06105059499584761,1.0675216438826736,0.28573634535107273,7,dxSCZ:stratumdepleted,0.9751469867123086
CABYR,-0.020432856825314233,0.08510796744035892,-0.24008159799648557,0.810266999745479,7,dxSCZ:stratumdepleted,0.9963126055122565
CACFD1,0.10722556908896362,0.12091773254487757,0.8867646360236516,0.3752056308426409,5,dxSCZ:stratumdepleted,0.9838273170540576
CACHD1,0.046617202007402714,0.10246873608178324,0.4549407340224845,0.6491518768001474,6,dxSCZ:stratumdepleted,0.9838273170540576
CACNA1A,-0.010002898632480554,0.03758307671015478,-0.2661543308341707,0.7901203534964925,7,dxSCZ:stratumdepleted,0.9944788236572528
CACNA1B,0.03317152848434779,0.03005930823797249,1.1035359903074478,0.26979447108094184,7,dxSCZ:stratumdepleted,0.9699413382239173
CACNA1C,6.829362179325025e-5,0.03179905503487936,0.0021476619892742462,0.9982864149742398,7,dxSCZ:stratumdepleted,0.9997139728117967
CACNA1D,-0.02621285249782828,0.05167814635982917,-0.5072328313657211,0.611991461314632,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNA1E,-0.06137764844212022,0.0384902012849137,-1.5946304875827526,0.11079489077282507,7,dxSCZ:stratumdepleted,0.8983905592385042
CACNA1G,-0.04807986785590151,0.08006173314414569,-0.6005349368260238,0.5481497845009906,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNA1I,-0.04499787235830213,0.10037927644573943,-0.44827850878787695,0.653952208876718,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNA2D1,-0.10554484039170718,0.09337337082379879,-1.1303526847164669,0.2583276429443042,7,dxSCZ:stratumdepleted,0.9699413382239173
CACNA2D2,0.025727809609759452,0.04175536210289936,0.616155825600492,0.5377916802364011,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNA2D3,0.04263674015715243,0.03624917280582469,1.1762127755450837,0.2395098605775183,7,dxSCZ:stratumdepleted,0.9699413382239173
CACNA2D3-AS1,-0.1317910042015561,0.11949048687841902,-1.102941394285662,0.2700526164996222,5,dxSCZ:stratumdepleted,0.9699413382239173
CACNB1,-0.0233636595174509,0.06813099610151246,-0.34292261752110564,0.731656676013815,7,dxSCZ:stratumdepleted,0.9913225927840518
CACNB2,0.07395086491552151,0.05127823998602225,1.4421490467629057,0.14926033118451348,7,dxSCZ:stratumdepleted,0.9349459900060129
CACNB3,-0.05004980719941076,0.09041579274364284,-0.5535516050975484,0.579885754077182,5,dxSCZ:stratumdepleted,0.9838273170540576
CACNB4,0.016452788447188234,0.036611086594543575,0.44939361208799294,0.6531477385940598,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNG2,0.03019266705891474,0.038007565209125675,0.7943857201267245,0.42697091477228566,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNG3,-0.045058554396967106,0.06805219206255245,-0.662117604610738,0.5078958542043794,7,dxSCZ:stratumdepleted,0.9838273170540576
CACNG4,0.16819980584241598,0.05933261737853936,2.8348623956585124,0.004584542788018015,7,dxSCZ:stratumdepleted,0.5546254831959068
CACNG7,-0.11014315510547687,0.04190853420864159,-2.628179610318254,0.008584317727058923,7,dxSCZ:stratumdepleted,0.6122530924009839
CACNG8,-0.014027927639462612,0.0643808532811585,-0.2178897439926908,0.8275150182838416,7,dxSCZ:stratumdepleted,0.9963126055122565
CACTIN,0.03386703871181185,0.20180526481028221,0.16782039231558385,0.8667245792739107,5,dxSCZ:stratumdepleted,0.9963126055122565
CACUL1,-0.04404679325105046,0.03890303000609333,-1.1322201186938772,0.2575419038552206,7,dxSCZ:stratumdepleted,0.9699413382239173
CACYBP,-0.08411438568729131,0.07920121494681383,-1.0620340324801436,0.28822023558083304,7,dxSCZ:stratumdepleted,0.9761641259375355
CAD,0.1470327317763391,0.1332638605783599,1.1033203686147381,0.26988806423343403,6,dxSCZ:stratumdepleted,0.9699413382239173
CADM1,-0.035126071901174914,0.03887983110530839,-0.9034522759636946,0.3662859060893897,7,dxSCZ:stratumdepleted,0.9838273170540576
CADM2,0.1009414177611555,0.045859143774674864,2.2011186745466262,0.027727623582257263,7,dxSCZ:stratumdepleted,0.7753497854281612
CADM3,0.04119267723102426,0.03828116706772187,1.0760559404615784,0.2819022388281814,7,dxSCZ:stratumdepleted,0.972238934106575
CADM4,-0.02224237384885764,0.063339270572934675,-0.3511624565244357,0.7254664741145829,7,dxSCZ:stratumdepleted,0.9912700338831083
CADPS,0.008421631944270824,0.04223479824945436,0.19940031190700963,0.8419496165154696,7,dxSCZ:stratumdepleted,0.9963126055122565
CADPS2,0.06935860306666777,0.09688877552919614,0.7158579792946963,0.47407904737479634,6,dxSCZ:stratumdepleted,0.9838273170540576
CALB1,-0.10184628848308076,0.18645359071180317,-0.5462286250121196,0.5849087918257401,5,dxSCZ:stratumdepleted,0.9838273170540576
CALCOCO1,-9.435341081422095e-5,0.050394106786837235,-0.0018723104114798147,0.9985061133024646,7,dxSCZ:stratumdepleted,0.9997139728117967
CALCOCO2,0.05377388140530734,0.06668242084191864,0.8064176544038036,0.42000207079517266,7,dxSCZ:stratumdepleted,0.9838273170540576
CALD1,-0.003824165653415648,0.08923680947796318,-0.04285412797462259,0.9658178157042605,7,dxSCZ:stratumdepleted,0.9966665263195124
CALM1,-0.06475294142783465,0.0514694211559381,-1.2580856744366944,0.2083607736020961,7,dxSCZ:stratumdepleted,0.9647133149570303
CALM3,-0.031785410422051186,0.05469771657871422,-0.5811103718801411,0.56116606875917,7,dxSCZ:stratumdepleted,0.9838273170540576
CALN1,-0.11885877518311186,0.10235321234203114,-1.1612608189171874,0.24553584812869655,7,dxSCZ:stratumdepleted,0.9699413382239173
CALR,-0.021316322553247318,0.07755933507577958,-0.2748389027886861,0.7834400084642967,6,dxSCZ:stratumdepleted,0.9942426656299805
CALU,-0.11867137821576566,0.05674468117117756,-2.0913216140518673,0.036499243561044614,7,dxSCZ:stratumdepleted,0.7982408534877706
CALY,-0.024513229988072104,0.044666599255328135,-0.5488044847100824,0.583139632270044,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMK1,-0.0907102461375057,0.10204576115640895,-0.8889173358065414,0.3740475078720893,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMK1D,0.0637407979652085,0.040341763370496025,1.5800201240540064,0.11410225794720677,7,dxSCZ:stratumdepleted,0.8983905592385042
CAMK1G,0.07892748292217593,0.07997589866604887,0.9868908538527243,0.32369614845047934,7,dxSCZ:stratumdepleted,0.9803686945532772
CAMK2A,-0.04071227231973587,0.04723439354917414,-0.8619200811237618,0.3887314977523851,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMK2B,0.01969901169108461,0.03058033668926399,0.6441724919922301,0.519463586540591,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMK2D,0.046686349981551654,0.04109120500920824,1.1361640519203462,0.255887912291644,7,dxSCZ:stratumdepleted,0.9699413382239173
CAMK2G,-0.07145665267104342,0.03417211984512933,-2.0910804771518556,0.03652085045808217,7,dxSCZ:stratumdepleted,0.7982408534877706
CAMK2N1,-0.055897648690153165,0.05484430177810256,-1.0192061322306991,0.3081051160102755,7,dxSCZ:stratumdepleted,0.977623583758356
CAMK2N2,-0.1926128961496344,0.08150834367175565,-2.3631064928188303,0.018122461184948282,7,dxSCZ:stratumdepleted,0.6944569852823957
CAMK4,-0.04928153736836027,0.11544089002556245,-0.42689845303035784,0.669453292343372,7,dxSCZ:stratumdepleted,0.9858788912999178
CAMKK1,0.02290289480145796,0.06847952601459088,0.33444879271766653,0.7380409257126807,7,dxSCZ:stratumdepleted,0.9913225927840518
CAMKK2,-0.05128171961162593,0.054487957529754556,-0.9411569443325568,0.3466244373659698,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMKMT,0.07100478199152481,0.06159379804967458,1.152791096503911,0.248996139723725,7,dxSCZ:stratumdepleted,0.9699413382239173
CAMKV,0.05564659849394049,0.06336157959875025,0.8782388135891435,0.3798141326749888,7,dxSCZ:stratumdepleted,0.9838273170540576
CAMLG,-0.09900173177690963,0.05037245519533323,-1.965394209851452,0.04936862913084153,7,dxSCZ:stratumdepleted,0.8298016902439912
CAMSAP1,-0.05395022892451448,0.041535328383607864,-1.2988997805975269,0.1939783249939068,7,dxSCZ:stratumdepleted,0.9595693777439297
CAMSAP2,-0.04155000977887813,0.028884894650771285,-1.438468454921945,0.15030118168780368,7,dxSCZ:stratumdepleted,0.9349459900060129
CAMSAP3,0.024340124321363017,0.07847604711257512,0.3101599177956393,0.756439349449815,7,dxSCZ:stratumdepleted,0.9929573103412134
CAMTA1,-0.006472619273752323,0.02565607394647976,-0.25228409020236797,0.8008214846775484,7,dxSCZ:stratumdepleted,0.9963126055122565
CAMTA2,-0.020445552466570177,0.09828237362085769,-0.20802868015217715,0.8352065736687941,7,dxSCZ:stratumdepleted,0.9963126055122565
CAND1,0.006259348124605397,0.0374119848116769,0.16730863535077,0.867127209882595,7,dxSCZ:stratumdepleted,0.9963126055122565
CAND2,0.03726672254178802,0.05825899987648176,0.6396732285277696,0.5223850637471039,7,dxSCZ:stratumdepleted,0.9838273170540576
CANT1,-0.1212272619432088,0.1361408942858207,-0.8904544264906802,0.3732219289319783,5,dxSCZ:stratumdepleted,0.9838273170540576
CANX,0.012824906960338623,0.04118275644599968,0.31141448671982663,0.755485542252834,7,dxSCZ:stratumdepleted,0.9925828807631335
CAP1,-0.04229599011346409,0.07129733715063663,-0.59323379811649,0.5530246965696749,7,dxSCZ:stratumdepleted,0.9838273170540576
CAP2,-0.009955402119791167,0.04866355688045413,-0.20457612961270788,0.8379033067632653,7,dxSCZ:stratumdepleted,0.9963126055122565
CAPN1,-0.06555657052146395,0.0726594771456024,-0.9022439067390351,0.3669273157054376,7,dxSCZ:stratumdepleted,0.9838273170540576
CAPN10,0.009616505469237016,0.17571674818796193,0.05472731295340365,0.9563557093750724,5,dxSCZ:stratumdepleted,0.9966665263195124
CAPN13,-0.0029149234050996307,0.14847959414310524,-0.019631811508659,0.9843370868051794,6,dxSCZ:stratumdepleted,0.9988677785850341
CAPN14,-0.013675037806230856,0.11446349366337996,-0.11947073576530085,0.9049024234339168,6,dxSCZ:stratumdepleted,0.9963126055122565
CAPN15,0.03342535794847234,0.09603454417808951,0.34805556932188164,0.7277984510752977,6,dxSCZ:stratumdepleted,0.9912700338831083
CAPN2,-0.014834530307221448,0.08023445693464895,-0.18488977023056552,0.8533154948351158,7,dxSCZ:stratumdepleted,0.9963126055122565
CAPN5,0.058575816900564626,0.10903507254753954,0.5372199562212007,0.5911156880455761,5,dxSCZ:stratumdepleted,0.9838273170540576
CAPN7,0.003250268275229757,0.03694281791842681,0.0879810598749303,0.9298917297888645,7,dxSCZ:stratumdepleted,0.9963126055122565
CAPNS1,0.010439355349790059,0.08184043585091032,0.12755742612133145,0.8984992248494802,7,dxSCZ:stratumdepleted,0.9963126055122565
CAPRIN1,-0.05811039161169529,0.043761454473481266,-1.3278898590290056,0.1842144953452224,7,dxSCZ:stratumdepleted,0.9562574659461973
CAPRIN2,0.0356519237720394,0.039872182868366975,0.8941553034540338,0.3712388029991948,7,dxSCZ:stratumdepleted,0.9838273170540576
CAPS,-0.12708223395098578,0.24143411250339267,-0.5263640362718006,0.5986352983139416,5,dxSCZ:stratumdepleted,0.9838273170540576
CAPS2,-0.11700005830290597,0.05675784427619657,-2.061390100257457,0.03926583855304299,7,dxSCZ:stratumdepleted,0.7982408534877706
CAPZA1,-0.03833020430813679,0.051526809567280986,-0.743888562673131,0.45694389528919793,7,dxSCZ:stratumdepleted,0.9838273170540576
CAPZA2,-0.05705010641062923,0.042904627922423326,-1.3296958666972387,0.18361849723567458,7,dxSCZ:stratumdepleted,0.9560905439727418
CAPZB,-0.020619925138166677,0.04967461198698134,-0.41509987322237607,0.6780687922557533,7,dxSCZ:stratumdepleted,0.9876097923730455
CARD19,-0.08084841331702747,0.10087446300404954,-0.8014755262070824,0.42285640689007775,6,dxSCZ:stratumdepleted,0.9838273170540576
CARF,0.04590491323764561,0.06174854648612996,0.743416903715407,0.45722931339029743,7,dxSCZ:stratumdepleted,0.9838273170540576
CARHSP1,-0.024591229893264236,0.11162327919658523,-0.22030556771186963,0.825633184274972,5,dxSCZ:stratumdepleted,0.9963126055122565
CARM1,0.04739775037318897,0.08376679190484808,0.5658298389537081,0.5715094600957854,7,dxSCZ:stratumdepleted,0.9838273170540576
CARMIL1,-0.023306297130405808,0.10620279441170784,-0.21945088412698596,0.826298836084662,7,dxSCZ:stratumdepleted,0.9963126055122565
CARMIL2,-0.13673654896006218,0.12637149753008983,-1.0820204843066323,0.2792434259420857,7,dxSCZ:stratumdepleted,0.9717968303860441
CARMIL3,-0.06004464185805921,0.08194142423234785,-0.732775179594151,0.4636955620061976,7,dxSCZ:stratumdepleted,0.9838273170540576
CARNMT1,0.031248208568443302,0.08319566137993147,0.37559901622443287,0.7072150222446645,7,dxSCZ:stratumdepleted,0.9901358000485027
CARNMT1-AS1,-0.026056628383527757,0.31802920482922736,-0.08193155844765711,0.9347011387824293,5,dxSCZ:stratumdepleted,0.9965831498376452
CARS2,-0.012104162005731436,0.04882960032390304,-0.2478857481003426,0.8042228072002015,6,dxSCZ:stratumdepleted,0.9963126055122565
CASC15,-0.0435337905338162,0.052666196266812744,-0.8265983423839692,0.40846475721440056,7,dxSCZ:stratumdepleted,0.9838273170540576
CASC2,-0.009548551986317263,0.09523104168445329,-0.10026722187872579,0.9201321794719782,7,dxSCZ:stratumdepleted,0.9963126055122565
CASC3,-0.056665891939682834,0.12346743625915559,-0.4589541473975559,0.6462670936586916,7,dxSCZ:stratumdepleted,0.9838273170540576
CASD1,-0.02874834343193159,0.03708092202673452,-0.7752866396149662,0.43817030226841863,7,dxSCZ:stratumdepleted,0.9838273170540576
CASK,0.007266179711812253,0.033825043944528954,0.21481656383738487,0.8299103382878552,7,dxSCZ:stratumdepleted,0.9963126055122565
CASKIN1,-0.030208937732789327,0.046645943511472575,-0.6476219679286674,0.5172294852064139,7,dxSCZ:stratumdepleted,0.9838273170540576
CASP2,-0.04331619331141807,0.0828608589383845,-0.5227581980972231,0.6011425327287205,7,dxSCZ:stratumdepleted,0.9838273170540576
CASP3,0.040276502036414905,0.09302776215155897,0.43295142336969505,0.6650500604460245,6,dxSCZ:stratumdepleted,0.9853187861248163
CASP6,-0.07036924652343589,0.11962778508270185,-0.5882349696166971,0.556374588207222,5,dxSCZ:stratumdepleted,0.9838273170540576
CASP8AP2,0.03303052374494269,0.054946575577570704,0.6011388953313737,0.5477474790479184,7,dxSCZ:stratumdepleted,0.9838273170540576
CASP9,0.005954911151534258,0.089466306371955,0.06656037778934107,0.9469316897040132,6,dxSCZ:stratumdepleted,0.9966665263195124
CAST,0.022045780985318064,0.059306429643600916,0.3717266596185457,0.7100963736307528,7,dxSCZ:stratumdepleted,0.9901358000485027
CASTOR2,0.028968232024132116,0.06067985394297656,0.47739455753065585,0.6330811889822143,5,dxSCZ:stratumdepleted,0.9838273170540576
CATSPER2,0.011747490290610322,0.044840683636210334,0.2619828543631711,0.7933346608906859,7,dxSCZ:stratumdepleted,0.9948898631624853
CATSPERE,-0.05519050109857807,0.08261927697616599,-0.6680099744094763,0.50412722556938006,5,dxSCZ:stratumdepleted,0.9838273170540576
CAVIN4,-0.12936824492243318,0.09254130522031516,-1.3979513754905801,0.16212766933063047,5,dxSCZ:stratumdepleted,0.9418665793036686
CBARP,-0.11126308813524971,0.10497288887040893,-1.0599221316334941,0.2891800261672556,5,dxSCZ:stratumdepleted,0.9761641259375355
CBFA2T2,0.004586860363379567,0.03268139817473005,0.1403507995238167,0.8883828292747511,7,dxSCZ:stratumdepleted,0.9963126055122565
CBFA2T3,-0.0067623298344364315,0.10132245153889394,-0.06674068512683612,0.9467881444528294,6,dxSCZ:stratumdepleted,0.9966665263195124
CBFB,-0.05903980463047647,0.08327969549229172,-0.7089339638128376,0.47836545726306967,7,dxSCZ:stratumdepleted,0.9838273170540576
CBL,0.15628241674652552,0.06165888743244712,2.5346292035798896,0.011256640710469418,7,dxSCZ:stratumdepleted,0.6477740378576077
CBLB,0.21361892159523668,0.08766961195134094,2.436635874626673,0.01482459881838382,7,dxSCZ:stratumdepleted,0.6616009010141325
CBLL1,-0.015112183870048581,0.07516278128587492,-0.201059402160369,0.8406521260969846,7,dxSCZ:stratumdepleted,0.9963126055122565
CBLN2,0.23109789006691686,0.11222501494032074,2.05923688394972,0.03947155142924869,7,dxSCZ:stratumdepleted,0.7982408534877706
CBLN4,-0.4720736246769337,0.14582051968689425,-3.2373607342133326,0.0012064080689688631,7,dxSCZ:stratumdepleted,0.3704406602412602
CBR1,-0.02243972206474061,0.10456134390728213,-0.2146082024790981,0.8300727982872157,5,dxSCZ:stratumdepleted,0.9963126055122565
CBR3-AS1,0.026395866374412085,0.09490943314450982,0.2781163631461326,0.7809230350983065,5,dxSCZ:stratumdepleted,0.9942426656299805
CBR4,0.04091205139193058,0.03905518510549672,1.0475446802112973,0.29484843636455094,6,dxSCZ:stratumdepleted,0.9768140980518415
CBX1,0.09619629837779654,0.05407981482952723,1.7787837972639282,0.07527521457668936,7,dxSCZ:stratumdepleted,0.8756178341804874
CBX3,-0.04501782000416638,0.07039351938171406,-0.6395165407209423,0.5224869567399295,7,dxSCZ:stratumdepleted,0.9838273170540576
CBX4,-0.06250090748552105,0.09201081614120267,-0.6792778295717452,0.49696184123391196,6,dxSCZ:stratumdepleted,0.9838273170540576
CBX5,0.06589705709442983,0.04197634344208951,1.5698617766776493,0.11644727173899744,7,dxSCZ:stratumdepleted,0.8983905592385042
CBX6,0.06770187986394993,0.05372236069228291,1.2602178867704739,0.2075907720512027,7,dxSCZ:stratumdepleted,0.9647133149570303
CBX7,0.10649517370946833,0.056081447521890065,1.8989376775251827,0.05757267070369652,7,dxSCZ:stratumdepleted,0.843170591909467
CBY1,0.0496477894410925,0.07162481902507029,0.6931646057453167,0.48820625740173507,7,dxSCZ:stratumdepleted,0.9838273170540576
CC2D1A,-0.0837097545150461,0.04977277721064943,-1.6818381293205291,0.0926002327754898,7,dxSCZ:stratumdepleted,0.8926859436707889
CC2D1B,-0.04692662865674869,0.08745621202735233,-0.5365728467872833,0.5915627044007421,7,dxSCZ:stratumdepleted,0.9838273170540576
CC2D2A,0.05845465346709238,0.05048976051472616,1.1577526387759975,0.2469649959273114,7,dxSCZ:stratumdepleted,0.9699413382239173
CC2D2B,-0.20133483104807187,0.11063813993647112,-1.819759724482707,0.06879560362213487,6,dxSCZ:stratumdepleted,0.848400065389682
CCAR1,0.007590361562294886,0.03873113269519284,0.19597571860419596,0.84462917121296,7,dxSCZ:stratumdepleted,0.9963126055122565
CCAR2,-0.01886786005444326,0.07668757295721479,-0.2460354308640063,0.8056548054559913,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC102B,-0.02882396641992504,0.11476113287233233,-0.2511648822079046,0.8016866343782334,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC106,0.07452870635529844,0.2330599135750421,0.3197834634539209,0.7491324841612357,5,dxSCZ:stratumdepleted,0.9917509676456571
CCDC107,0.006360087801148991,0.12488477667721658,0.05092764683070693,0.9593831751043789,5,dxSCZ:stratumdepleted,0.9966665263195124
CCDC112,0.05992160965434482,0.06531935469444748,0.9173637727232248,0.3589520497214813,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC113,0.11529928374092228,0.10080625182086721,1.1437711615923307,0.2527185525587371,5,dxSCZ:stratumdepleted,0.9699413382239173
CCDC115,0.07084993160118278,0.10617059517383455,0.6673216014771248,0.504566731221828,5,dxSCZ:stratumdepleted,0.9838273170540576
CCDC117,0.14136280640732862,0.0940510194104704,1.5030438510227477,0.13282773645913762,6,dxSCZ:stratumdepleted,0.9216317751522369
CCDC12,0.03983041615479764,0.11225445142487968,0.3548225985626238,0.722722497324584,7,dxSCZ:stratumdepleted,0.9907675959871296
CCDC120,-0.031112931351792963,0.10364304553527676,-0.30019314070815417,0.7640298368655204,5,dxSCZ:stratumdepleted,0.9938748924543362
CCDC122,0.09777260684075964,0.08350645187858406,1.1708389548500773,0.24166351637138983,7,dxSCZ:stratumdepleted,0.9699413382239173
CCDC124,-0.02387596648570814,0.11002163885578672,-0.21701155094593788,0.8281993430882661,6,dxSCZ:stratumdepleted,0.9963126055122565
CCDC125,0.05826249570520099,0.06936213687098368,0.8399755015271738,0.4009221226526971,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC126,0.013001841092554915,0.07680799714004426,0.1692771791568607,0.8655786253269081,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC127,-0.0062193546851922275,0.16357109620732338,-0.03802233297568238,0.9696698757613565,5,dxSCZ:stratumdepleted,0.9968271473743523
CCDC134,0.07885805355725141,0.15673271262425909,0.5031371705171761,0.6148678347242303,6,dxSCZ:stratumdepleted,0.9838273170540576
CCDC136,-0.03737412026655127,0.037461520560174405,-0.9976669314988765,0.31844089350999405,7,dxSCZ:stratumdepleted,0.9803686945532772
CCDC137,-0.092848508260063,0.2071279835154998,-0.44826636499898603,0.6539609720001294,5,dxSCZ:stratumdepleted,0.9838273170540576
CCDC138,-0.09672259644821823,0.07385469014475644,-1.3096337721902334,0.19031975780724386,7,dxSCZ:stratumdepleted,0.9595693777439297
CCDC14,0.037905949749891366,0.04097960086988302,0.9249955818322633,0.3549682056396938,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC142,4.049834546063332e-4,0.10944102121125245,0.003700472182405895,0.9970474571164176,6,dxSCZ:stratumdepleted,0.9993943346635328
CCDC144NL,0.0625642297837556,0.2201379206885922,0.2842046912592545,0.7762535205363024,6,dxSCZ:stratumdepleted,0.9942426656299805
CCDC144NL-AS1,-0.11743962509825225,0.11000385411654723,-1.0675955496416238,0.2857029919842155,5,dxSCZ:stratumdepleted,0.9751469867123086
CCDC146,-0.013319332888294462,0.10439519235855581,-0.12758569228502278,0.8984768544897567,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC148,0.07937558105488303,0.05329599893664858,1.4893347087693112,0.1363992522386504,7,dxSCZ:stratumdepleted,0.9248142946057081
CCDC149,0.02959461434365195,0.04573353338498662,0.6471097278778651,0.5175609298257609,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC152,0.029177063128453123,0.10420687148795629,0.27999173866212135,0.7794838430981199,6,dxSCZ:stratumdepleted,0.9942426656299805
CCDC170,0.09686749210951574,0.1363014723015794,0.7106855888921552,0.477279091896309,6,dxSCZ:stratumdepleted,0.9838273170540576
CCDC171,0.028293494655263235,0.0488395722242504,0.5793149564322886,0.562376675451859,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC174,0.05236992705438166,0.08162990281406708,0.6415532206827138,0.5211633146566734,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC175,-0.27897889618164506,0.1165411707257328,-2.3938226675119996,0.016673808112553694,6,dxSCZ:stratumdepleted,0.6713646790769439
CCDC178,0.25309322842249854,0.1353563143830044,1.869829490971109,0.06150749964715593,6,dxSCZ:stratumdepleted,0.8442776872166711
CCDC18,-0.04958985745269895,0.08453583359069688,-0.5866134554584469,0.5574633437620224,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC18-AS1,0.08808749958770547,0.053193979814969296,1.655967458988974,0.09772840892275404,5,dxSCZ:stratumdepleted,0.8926859436707889
CCDC180,-0.05321032349596991,0.11764351081598845,-0.45230139025006305,0.6510518745426709,5,dxSCZ:stratumdepleted,0.9838273170540576
CCDC181,-0.06862701949382359,0.07332050556966868,-0.9359867196853223,0.3492800254014286,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC184,0.06316468644897026,0.1921900448175075,0.32865743128863817,0.742414633306045,5,dxSCZ:stratumdepleted,0.9917509676456571
CCDC186,0.0010433468741382957,0.05955903473103413,0.01751786070492919,0.9860234842504763,7,dxSCZ:stratumdepleted,0.9990678607909557
CCDC191,0.030410937089834274,0.07161069758535209,0.42467030925914073,0.6710770307638618,7,dxSCZ:stratumdepleted,0.9862420968151533
CCDC192,-0.1232935621903746,0.14492535290477487,-0.8507383954509758,0.3949146895353399,5,dxSCZ:stratumdepleted,0.9838273170540576
CCDC24,0.28112609947496103,0.0851524116647919,3.3014461244108095,9.618780574361615e-4,7,dxSCZ:stratumdepleted,0.36571977855233484
CCDC25,-0.024196919739857905,0.05532183694195125,-0.4373846039358298,0.6618324477987128,7,dxSCZ:stratumdepleted,0.985121796655263
CCDC28A,-0.010215866500716313,0.0617455413139266,-0.16545108008328596,0.8685889515240737,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC3,0.048816340005160684,0.07193032747274232,0.6786614453223423,0.4973524003350201,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC30,0.033573493293652626,0.04705533683060317,0.7134895966108052,0.47554284845445166,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC32,0.054339259657863154,0.0765512480592106,0.7098415902485745,0.47780237484925064,5,dxSCZ:stratumdepleted,0.9838273170540576
CCDC34,0.03623161729371015,0.09123532977094342,0.39712266492239034,0.69127700707786,7,dxSCZ:stratumdepleted,0.9898380254691602
CCDC39,-0.055089872472192776,0.13740879227767805,-0.4009195595058154,0.6884793488052312,5,dxSCZ:stratumdepleted,0.9895159019893459
CCDC40,0.047697918976048984,0.08794262999850153,0.5423753983348203,0.5875599239549398,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC43,0.005920907120092663,0.09039409628335703,0.06550103782809535,0.9477750800449397,6,dxSCZ:stratumdepleted,0.9966665263195124
CCDC47,-0.07809988745724232,0.08072568031059951,-0.9674726450956597,0.3333078096946016,7,dxSCZ:stratumdepleted,0.9803686945532772
CCDC50,0.08821519282699755,0.11857529889355727,0.743959270186505,0.4569011162138627,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC57,0.013039224079731928,0.042274367946512834,0.3084427920064863,0.7577454247841162,7,dxSCZ:stratumdepleted,0.9929573103412134
CCDC59,-0.023153193051547397,0.07625853431590308,-0.30361445127747483,0.7614216404911749,7,dxSCZ:stratumdepleted,0.9930006286290404
CCDC6,-0.04053760490821695,0.038932580632553275,-1.041225735607201,0.29777079419977126,7,dxSCZ:stratumdepleted,0.977623583758356
CCDC61,-0.07650439782361881,0.08277830888692955,-0.9242082720984245,0.3553778895924952,6,dxSCZ:stratumdepleted,0.9838273170540576
CCDC62,-0.1088604543169608,0.1291498288056739,-0.8429004925802756,0.39928409803614767,6,dxSCZ:stratumdepleted,0.9838273170540576
CCDC65,-0.07936285995910353,0.09230773526613481,-0.8597639161040017,0.3899191937735992,7,dxSCZ:stratumdepleted,0.9838273170540576
CCDC66,0.015413894667528735,0.05169512159941186,0.2981692312665747,0.7655740041784903,7,dxSCZ:stratumdepleted,0.9938781378708005
CCDC7,0.055067322604236545,0.04419089818880598,1.2461236331735317,0.21271900968989393,7,dxSCZ:stratumdepleted,0.9653514518190053
CCDC73,0.03359521532607248,0.1232138503470068,0.27265778345095437,0.7851162893635635,5,dxSCZ:stratumdepleted,0.9942426656299805
CCDC77,0.16701276342297247,0.09922585068652397,1.6831577886956304,0.09234454987102372,6,dxSCZ:stratumdepleted,0.8926859436707889
CCDC81,0.02351343927692238,0.2157100690861193,0.10900482938297591,0.9131986598693314,5,dxSCZ:stratumdepleted,0.9963126055122565
CCDC82,0.006595945944974546,0.041080133071005845,0.16056291574259607,0.8724376648065482,7,dxSCZ:stratumdepleted,0.9963126055122565
CCDC85B,-0.08426925999286049,0.09301671202458474,-0.9059582752246471,0.3649579375725437,6,dxSCZ:stratumdepleted,0.9838273170540576
CCDC85C,0.08922882095897038,0.09336295760409845,0.9557197334872498,0.33921384998054777,6,dxSCZ:stratumdepleted,0.9838273170540576
