gene,estimate,se,zval,pval,k,coef,padj
ADAM12,-0.30746466752592944,0.23025758063408716,-1.3353074703522383,0.18177573464826793,5,dxSCZ:stratumdepleted,0.9556634659895078
ADAM15,-0.1281761640082942,0.08662091181742447,-1.47973695172429,0.13894346018567666,6,dxSCZ:stratumdepleted,0.9297247499287956
ADAM17,-0.034399291977507906,0.04612252767368288,-0.7458240845099183,0.45577368896388343,7,dxSCZ:stratumdepleted,0.9838273170540576
ADAM19,0.017167637593886436,0.07756198679149522,0.22134086946530993,0.8248270298081195,7,dxSCZ:stratumdepleted,0.9963126055122565
ADAM22,0.029741259240556643,0.028084315758240348,1.0589988909318584,0.2896002848136833,7,dxSCZ:stratumdepleted,0.9761641259375355
ADAM23,0.02225051733387394,0.04930330220046932,0.45129872322552333,0.6517742649489755,7,dxSCZ:stratumdepleted,0.9838273170540576
ADAM32,-0.1292535132134573,0.07279846194107249,-1.7754978576069775,0.07581571898487678,7,dxSCZ:stratumdepleted,0.8756451850144845
ADAM9,-0.05723911479966595,0.04808670029000181,-1.1903315148360702,0.2339161188249298,7,dxSCZ:stratumdepleted,0.9699413382239173
ADAMTS10,0.04258508851531262,0.1495051902878164,0.2848402014226459,0.7757665711423132,7,dxSCZ:stratumdepleted,0.9942426656299805
ADAMTS13,0.01523359396664313,0.07686671552147065,0.19818192911323285,0.8429027255534793,7,dxSCZ:stratumdepleted,0.9963126055122565
ADAMTS17,-0.15368337170115973,0.15356040275127958,-1.0008007855389602,0.316923129714341,7,dxSCZ:stratumdepleted,0.9796539255788478
ADAMTS19,0.030636999626054533,0.06833337349709707,0.44834607247008007,0.6539034548747658,7,dxSCZ:stratumdepleted,0.9838273170540576
ADAMTS19-AS1,-0.09361238598577597,0.13472337324064887,-0.6948488872718572,0.48715000731361763,5,dxSCZ:stratumdepleted,0.9838273170540576
ADAMTS20,0.06541089743874845,0.11285764884360751,0.5795876319326092,0.562192735530708,7,dxSCZ:stratumdepleted,0.9838273170540576
ADAMTS5,-0.20729725616211644,0.153287746828853,-1.35234068247846,0.17626635567681168,6,dxSCZ:stratumdepleted,0.9505117804056975
ADAMTS6,-0.22157182986065727,0.14893320613217992,-1.4877261801777755,0.13682312039639252,7,dxSCZ:stratumdepleted,0.9248374220571396
ADAMTS9,-0.24804391133541517,0.23028929107814006,-1.0770970294543603,0.2814369200369184,5,dxSCZ:stratumdepleted,0.972238934106575
ADAMTS9-AS2,-0.07692065601993205,0.13325853182921127,-0.5772287519910261,0.5637849366014511,7,dxSCZ:stratumdepleted,0.9838273170540576
ADAMTSL1,-0.17163512610131984,0.16021415028190847,-1.0712856873086136,0.28404099334752414,7,dxSCZ:stratumdepleted,0.9734599637523558
ADAMTSL3,0.005103762266140845,0.06889918113047351,0.07407580442031546,0.9409500676312522,7,dxSCZ:stratumdepleted,0.9966665263195124
ADAP1,0.08793487419466886,0.159971970204503,0.5496892617016329,0.5825325233669281,5,dxSCZ:stratumdepleted,0.9838273170540576
ADAP2,0.018812749842693405,0.10963488164711796,0.17159456516080387,0.8637562804516067,5,dxSCZ:stratumdepleted,0.9963126055122565
ADAR,0.04013441901757371,0.03595288775986907,1.1163058524153406,0.2642912373576259,7,dxSCZ:stratumdepleted,0.9699413382239173
ADARB1,-0.03130608642931702,0.062319305227710446,-0.5023497344029549,0.615421530492503,7,dxSCZ:stratumdepleted,0.9838273170540576
ADARB2,0.023568055584864685,0.1852715529567449,0.12720817205201,0.8987756375673182,6,dxSCZ:stratumdepleted,0.9963126055122565
ADAT1,0.18943270008382251,0.10881190952009245,1.74091881044366,0.08169781098468876,7,dxSCZ:stratumdepleted,0.8832460868140458
ADAT2,0.020004984728993692,0.0959643807996778,0.20846260416928422,0.8348677787520044,6,dxSCZ:stratumdepleted,0.9963126055122565
ADCK1,-0.10565011602058606,0.08300113759346248,-1.2728755181411817,0.20306221793334944,6,dxSCZ:stratumdepleted,0.964176361604288
ADCK2,-0.0790775730851508,0.12620694458541104,-0.6265706958117091,0.5309406822383892,5,dxSCZ:stratumdepleted,0.9838273170540576
ADCK5,-0.14916858625118876,0.08736136390954594,-1.7074892100544365,0.08773116161677647,6,dxSCZ:stratumdepleted,0.8901059339452154
ADCY1,0.010756951211439878,0.06895828803710558,0.15599214420247354,0.8760392134375254,7,dxSCZ:stratumdepleted,0.9963126055122565
ADCY10,0.03571300820535936,0.1301478872586336,0.2744032881178428,0.7837747164064562,5,dxSCZ:stratumdepleted,0.9942426656299805
ADCY2,0.019439200390503914,0.04276866087619075,0.45451973459673334,0.6494547912185719,7,dxSCZ:stratumdepleted,0.9838273170540576
ADCY3,-0.03887091102239162,0.04892506436537116,-0.7944989245615421,0.42690503478665287,7,dxSCZ:stratumdepleted,0.9838273170540576
ADCY5,-0.023021336856464805,0.04878925222958208,-0.4718526274626202,0.6370319835159454,7,dxSCZ:stratumdepleted,0.9838273170540576
ADCY6,-0.004367493324558955,0.07703839301316887,-0.05669242508488437,0.9547902082189903,7,dxSCZ:stratumdepleted,0.9966665263195124
ADCY8,0.08820145689711016,0.04557239333550266,1.93541419358368,0.052939488950635175,7,dxSCZ:stratumdepleted,0.8298016902439912
ADCY9,-0.03454574916758805,0.04589573156374095,-0.7527006976587831,0.45162979062026687,7,dxSCZ:stratumdepleted,0.9838273170540576
ADCYAP1R1,-0.01516224175680854,0.039198842943271285,-0.3868032987287761,0.6989018349283347,7,dxSCZ:stratumdepleted,0.9901358000485027
ADD1,-0.00946911856518595,0.037509375399684464,-0.25244671403580893,0.8006957964744258,7,dxSCZ:stratumdepleted,0.9963126055122565
ADD2,0.007028758144804876,0.03387493113868402,0.20749143713470972,0.8356260793436574,7,dxSCZ:stratumdepleted,0.9963126055122565
ADD3,0.12503915979105518,0.03821087271951646,3.2723450393005704,0.0010665932280054234,7,dxSCZ:stratumdepleted,0.3704406602412602
ADD3-AS1,0.3749244916623409,0.154208880547591,2.4312769169388657,0.01504571039489709,5,dxSCZ:stratumdepleted,0.6616009010141325
ADGRA1,0.021259823409823603,0.05904404511207892,0.36006719000142456,0.7187968880635216,7,dxSCZ:stratumdepleted,0.9907675959871296
ADGRA1-AS1,0.11480004872563214,0.11292698237426668,1.016586526195818,0.3093501665550047,5,dxSCZ:stratumdepleted,0.977623583758356
ADGRA2,-0.01931816358423308,0.08494944604315499,-0.22740776407675808,0.8201066835723524,7,dxSCZ:stratumdepleted,0.9963126055122565
ADGRA3,-0.036215831932466726,0.0839270750687436,-0.43151547820298514,0.6660936006602864,7,dxSCZ:stratumdepleted,0.9853187861248163
ADGRB1,-0.12461623629658365,0.05601037365361764,-2.224877789018907,0.02608944345302864,7,dxSCZ:stratumdepleted,0.7753497854281612
ADGRB2,-0.014708831565815738,0.07566829286461015,-0.19438566682260938,0.8458739120899933,7,dxSCZ:stratumdepleted,0.9963126055122565
ADGRB3,-0.029441188954852267,0.04169916022085131,-0.7060379345512683,0.4801645470575488,7,dxSCZ:stratumdepleted,0.9838273170540576
ADGRF3,-0.13972101365472542,0.1513600037857176,-0.9231039254764445,0.3559530491491984,5,dxSCZ:stratumdepleted,0.9838273170540576
ADGRG1,0.04921050043643188,0.12291954374266001,0.40034724290432805,0.6889007761595332,5,dxSCZ:stratumdepleted,0.9896326206684363
ADGRL1,7.972288190029413e-5,0.056286232800127185,0.0014163833309539591,0.9988698899859134,7,dxSCZ:stratumdepleted,0.9997139728117967
ADGRL2,0.0999534597322127,0.04697700821334538,2.1277102040699476,0.03336111836075051,7,dxSCZ:stratumdepleted,0.7955269813879091
ADGRL3,0.028145972453430184,0.03121693624353349,0.9016250740897276,0.3672560667008903,7,dxSCZ:stratumdepleted,0.9838273170540576
ADGRV1,-0.10295908232405333,0.07610735585835343,-1.3528138136302457,0.1761151185962218,7,dxSCZ:stratumdepleted,0.9505117804056975
ADH5,0.07587727734647373,0.07906913271282237,0.9596320933740174,0.3372404108732454,6,dxSCZ:stratumdepleted,0.9827661052441915
ADI1,-0.02680230568054664,0.07151526810061994,-0.37477739219038597,0.707826029259381,7,dxSCZ:stratumdepleted,0.9901358000485027
ADIPOR1,-0.001171666627635185,0.07441450051963878,-0.015745138641708272,0.9874377160235862,7,dxSCZ:stratumdepleted,0.999176076636219
ADIPOR2,-0.027020817249617125,0.05588208887265251,-0.48353269884369926,0.6287175481181104,7,dxSCZ:stratumdepleted,0.9838273170540576
ADK,0.03889013554924441,0.0353798297810624,1.0992177121796376,0.2716731147614275,7,dxSCZ:stratumdepleted,0.9699413382239173
