gene,estimate,se,zval,pval,k,ci.lb,ci.ub,tau2,I2,stratum,padj
DLG1,0.024597282505491196,0.056739201480315346,0.4335147810288586,0.6646408302286073,7,-0.08660950890748859,0.135804073918471,0.008876511199018559,45.9774892313277,depleted,0.9289940613263129
DLG2,0.050544447533223416,0.05141726342438319,0.9830248474339094,0.32559520970232253,7,-0.050231536962176235,0.15132043202862305,0.01026111710065308,60.98021027693317,depleted,0.7928517994971609
DLG3,-0.05712721727663209,0.03806845144587637,-1.5006446311022772,0.13344750111375228,7,-0.1317400110577615,0.01748557650449733,0,0,depleted,0.6553029777835258
DLG4,-0.019758803069764207,0.04397166235311603,-0.44935310635041315,0.6531769536465307,7,-0.10594167762222739,0.06642407148269897,0,0,depleted,0.9246042924016814
DLG5,-0.03427246514206531,0.037876125889240206,-0.9048566699320583,0.3655413247302815,7,-0.10850830775888123,0.039963377474750615,2.2311898453290048e-7,0.001855437382981661,depleted,0.8165863824978352
DLGAP1,0.0035632346005426423,0.04189144483429702,0.0850587659279152,0.932214671479726,7,-0.078542488535026,0.08566895773611129,0.0053787148292221395,47.4324572942105,depleted,0.9880165973952106
DLGAP1-AS3,-0.21033919313913954,0.18073130600769333,-1.1638226812248338,0.24449587846719784,5,-0.5645660437931059,0.14388765751482682,0.07838303220710721,52.73108209142867,depleted,0.7452834306817943
DLGAP1-AS4,0.1547002194524101,0.2836749336295934,0.5453432824431673,0.5855174410555536,7,-0.4012924337783831,0.7106928726832032,0.4348254517248178,87.4380814761348,depleted,0.9032608772102885
DLGAP1-AS5,0.14305608929355293,0.32296743679614726,0.44294276448634057,0.6578071343134814,7,-0.48994845500611184,0.7760606335932178,0.5603256873036734,85.6331158681253,depleted,0.9262657336514764
DLGAP2,-0.04528332763453512,0.040332296215511335,-1.1227560016064662,0.2615411364650398,7,-0.12433317563073845,0.03376652036166822,0,0,depleted,0.7540246903434045
DLGAP3,-0.06649034320946128,0.04241052227685632,-1.5677794009564805,0.11693262382882498,7,-0.1496134394376333,0.016632753018710755,2.543699663814413e-6,0.017653854800907018,depleted,0.6365083287318284
DLGAP4,-0.049250717340454414,0.0641061445616802,-0.7682682787617569,0.44232781622179934,7,-0.17489645186906586,0.07639501718815703,0.010691301075812992,44.009258827070454,depleted,0.8480813144787718
DLGAP4-AS1,-0.1407059302499437,0.16794483084285966,-0.8378104258629878,0.4021371823350722,5,-0.46987175009162024,0.18845988959173282,0.07824230281727705,61.524208431240346,depleted,0.8335949349378338
DLK2,-0.19012774751672887,0.11910947826542069,-1.596243643121774,0.11043440712281252,5,-0.42357803513430975,0.043322540100852014,0.02495241978478621,35.99151773600732,depleted,0.6325315727431418
DLL1,-0.053075216174262134,0.09174245144450383,-0.5785240675236154,0.5629103532289268,6,-0.2328871168589043,0.12673668451038,0,0,depleted,0.8971935855719074
DLST,-0.02517633826775302,0.049634267464385824,-0.5072370270361671,0.6119885177592683,6,-0.12245771489697742,0.07210503836147138,4.29046482852442e-4,2.5406695656634217,depleted,0.913163248208214
DLX1,0.006316340840518163,0.05221207201054879,0.12097472092741361,0.9037110578935754,7,-0.09601743985836926,0.10865012153940558,0.0010493066171303347,4.956517096862566,depleted,0.9815761164481063
DLX2,-0.09644383337404236,0.08328864274634726,-1.1579469924580088,0.24688566880017992,5,-0.2596865734781062,0.06679890673002145,3.025395859180334e-4,0.7978743000240051,depleted,0.7457242012817672
DLX5,-0.07497691809958142,0.11013660389323196,-0.6807629384710749,0.4960215044253752,6,-0.29084069510986993,0.14088685891070712,0.02180133533817576,32.10861129737773,depleted,0.867300481438119
DLX6,-0.13812262555840574,0.0855261040550538,-1.6149762354367874,0.10631584134094442,6,-0.3057507092443362,0.029505458127524753,0,0,depleted,0.6297866932127305
DLX6-AS1,-0.021278384505418725,0.04243363671041189,-0.5014508808338285,0.6160538386093697,7,-0.10444678419088271,0.06189001518004527,0,0,depleted,0.913163248208214
DMAP1,-0.12213840312924346,0.05649269520394547,-2.162021172619027,0.03061654424733298,7,-0.23286205111857522,-0.011414755139911706,0,0,depleted,0.4740453229026765
DMD,0.023396844879601374,0.04765332910226599,0.4909802802946,0.623440394927542,7,-0.07000196390427438,0.11679565366347713,0.007266122465404421,50.96127095816574,depleted,0.9149135837943076
DMGDH,0.07260035785993943,0.08937642797922717,0.812298717921611,0.4166202460494037,5,-0.1025742220461838,0.24777493776606266,6.3429111335279365e-6,0.014621513275911158,depleted,0.8393617037675905
DMKN,0.07970393076289876,0.08634358544686725,0.9231019345605668,0.3559540865765111,7,-0.08952638700901779,0.24893424853481533,9.740964913080338e-5,0.1638028656496888,depleted,0.8108143677018442
DMPK,-0.04832891155430438,0.05591172411787621,-0.8643788457035357,0.38737980985548093,6,-0.15791387713888128,0.0612560540302725,0,0,depleted,0.8267689011360062
DMTF1,0.049608109464461196,0.0454409299847971,1.0917054180241972,0.27496260298202374,7,-0.03945447672974734,0.13867069565866974,0.005485487344464148,47.42847725404461,depleted,0.7595149543201536
DMTN,-0.00258861173463524,0.0393489571136239,-0.06578603156267585,0.94754817734221,7,-0.07971115050654924,0.07453392703727875,0,0,depleted,0.9905788003081619
DMWD,-0.11227942314764028,0.12307684277510167,-0.9122709082878286,0.36162612469848143,5,-0.3535056023177383,0.12894675602245773,0.033235671072891694,49.72682061545216,depleted,0.8140364727968891
DMXL1,-0.015903480232607382,0.025548920214983544,-0.6224717169565761,0.5336317356900975,7,-0.06597844369786246,0.034171483232647695,1.6956907969928558e-4,3.220832888370391,depleted,0.8837107034903702
DMXL2,0.04157906162731103,0.03362084786090242,1.2367047315205633,0.2161967214799185,7,-0.024316589309758226,0.10747471256438029,0.0016123509800633948,21.477817513169214,depleted,0.7207976766357117
DNA2,-0.005775803818082298,0.07343144516821735,-0.07865572854859439,0.9373064598283224,6,-0.14969879168051606,0.13814718404435147,0,0,depleted,0.9892507269966538
DNAAF1,-0.031283112442976796,0.09181122987568617,-0.3407329635528749,0.733304620718105,6,-0.2112298163756495,0.1486635914896959,0,0,depleted,0.940343110772203
DNAAF2,-0.019104425467198066,0.08293251303430954,-0.23036110649745392,0.8178111809811173,6,-0.18164916416184335,0.1434403132274472,0.0057233882699802684,13.419227289634817,depleted,0.9663761131428235
DNAAF5,0.03996166459805297,0.060518258010290094,0.6603241056815973,0.5090458640263685,7,-0.07865194150921823,0.15857527070532418,0.005708943117757624,23.522067192491768,depleted,0.8736051316039671
DNAH1,-0.1327344130304652,0.06329971353321387,-2.09691964815636,0.03600068890656578,7,-0.25679957178726703,-0.008669254273663385,0.0027705266983622623,9.33320214599606,depleted,0.4863082002749535
DNAH10,0.011684089474039894,0.10930172987839366,0.10689757140202004,0.9148702398927148,7,-0.2025433645355372,0.225911543483617,0.025059477508797532,33.040093055993204,depleted,0.9842697123204933
DNAH11,-0.008906820074118173,0.13507208390127098,-0.0659412353527357,0.9474246109419897,5,-0.2736432398373817,0.2558295996891453,2.485954193578039e-7,2.4105236069684447e-4,depleted,0.9905788003081619
DNAH12,0.06955743649381313,0.15210117578222596,0.45731031424374685,0.6474480171964418,5,-0.2285553900455456,0.36767026303317185,0.0462986635550658,46.21958739416751,depleted,0.9220658688319249
DNAH14,-0.0876658706412128,0.05897170352321438,-1.486575177647749,0.13712704776389567,7,-0.2032482856536868,0.02791654437126119,0,0,depleted,0.6570621740783388
DNAH2,-0.1812704430538566,0.09101387574144224,-1.991679198112832,0.04640626752492459,6,-0.359654361600487,-0.0028865245072261236,0,0,depleted,0.5123602518880094
DNAH5,0.009316367869650767,0.06833921223979127,0.1363253623258216,0.891564074811657,7,-0.12462602685217894,0.14325876259148046,0,0,depleted,0.979388999993381
DNAH6,0.21510411845223387,0.060193790232162606,3.5735267312889683,3.5220526919406447e-4,7,0.09712645750423628,0.3330817794002315,0,0,depleted,0.12330546124645682
DNAH7,0.02135090543015855,0.053532299559737734,0.39884155184353065,0.6900099580369407,7,-0.08357047371653678,0.12627228457685388,0,0,depleted,0.9342584028351042
DNAH9,0.058282801329516604,0.04970854444476809,1.172490604593653,0.24100014204635029,7,-0.039144155506137424,0.15570975816517063,0,0,depleted,0.7426409250462305
DNAI1,0.08578381770726454,0.0904205807972942,0.9487200474809556,0.34276301506666745,7,-0.09143726411662609,0.26300489953115513,0,0,depleted,0.8027469780990368
DNAJA1,-0.10488298458744852,0.0685626097161283,-1.5297402625381162,0.12608103336927792,7,-0.23926323031713595,0.029497261142238912,0,0,depleted,0.6501309366910724
DNAJA2,0.03923213216457937,0.054541112363964125,0.7193130184579888,0.47194807641740427,7,-0.06766648374554256,0.14613074807470128,0,0,depleted,0.8603245170685166
DNAJA3,-0.2297731058449312,0.0588208569392696,-3.906320271433033,9.371228700840883e-5,6,-0.34505986698568253,-0.1144863447041799,0.001178047809110253,5.0539086168766305,depleted,0.07135359635466798
DNAJA4,0.04916083913371145,0.06820595241657507,0.7207705103721216,0.4710507219948475,7,-0.08452037113402833,0.1828420494014512,0.001103200536061946,2.9762932241659175,depleted,0.8598127147406361
DNAJB1,0.10237804233408591,0.1323409567485202,0.7735930346085448,0.43917149244189874,7,-0.15700546657258663,0.3617615512407585,0.03778298942141262,35.85180593856345,depleted,0.8461193003559704
DNAJB11,-0.13347258726670197,0.08796475325421613,-1.5173416889031592,0.1291804378617997,6,-0.3058803355539181,0.03893516102051414,0,0,depleted,0.6538196257574562
DNAJB12,-0.09895047839585154,0.07825298401268328,-1.2644946342214067,0.20605254541985152,6,-0.2523235087434994,0.05442255195179631,0.013374719560865366,41.54954924234664,depleted,0.7134119769259011
DNAJB14,0.06460629062711573,0.048177593746415975,1.3410028522215665,0.1799195265569931,7,-0.0298200579776617,0.15903263923189315,0.0062367968733301115,46.074414916420004,depleted,0.6995894103455161
DNAJB2,0.05611426730635012,0.07986200456302642,0.7026403558661644,0.48227990622187916,7,-0.10041238537035509,0.21264091998305534,0.020253525108922994,59.2904744766712,depleted,0.8644054684018592
DNAJB5,0.016322628952230626,0.09959864531599004,0.16388404581653596,0.8698224268772108,5,-0.17888712877608878,0.21153238668055005,0,0,depleted,0.9739536757007219
DNAJB6,-0.018161005901105143,0.04114436913371205,-0.4413971166281595,0.6589255292748231,7,-0.09880248756980221,0.06248047576759193,0,0,depleted,0.926416562372065
DNAJB9,-0.048312856473559665,0.07652230259382628,-0.6313565435948798,0.5278074233620169,6,-0.19829381357153514,0.1016681006244158,0,0,depleted,0.8810053935901455
