stratum,gene,k,estimate,se,z,padj
depleted,ABCA3,7,-0.08673864674975955,0.03277347228112384,-2.6466114425024596,0.3407657412744714
depleted,ABCA5,7,0.01355471446782622,0.02407629507978645,0.5629900457236979,0.8997506619084413
depleted,ABCA6,7,-0.03514695376879847,0.04306177253281128,-0.8161984911795711,0.83870804381371
depleted,ABCA7,6,-0.19467280589130712,0.08971038918688382,-2.1700140603087412,0.47231701118321534
depleted,ABCA9,6,0.06508021118304103,0.04613034651272917,1.410789558345998,0.6786230145421612
depleted,ABCB1,5,-0.05473520673418532,0.18569992151798032,-0.29475083396244517,0.9495981918146268
depleted,ABCB10,6,0.02169931009105998,0.04155005692176494,0.5222450147762216,0.9093313866731072
depleted,ABCB7,6,0.07609064596032634,0.04239349074654677,1.794866254709738,0.5753395249951148
depleted,ABCB8,6,-0.11674233683223956,0.05440297505414551,-2.145881483798445,0.47595003562309374
depleted,ABCB9,7,-0.01086698805568948,0.03847934722623036,-0.2824109253153272,0.9514349086798404
depleted,ABCC1,7,0.00861592405393829,0.04194180081335193,0.2054257062609355,0.9705825923054456
depleted,ABCC10,7,-0.06028042235974427,0.04862158713799139,-1.2397872202045628,0.7195796480096593
depleted,ABCC3,6,-0.0916118891094666,0.1469148193616672,-0.6235714647951289,0.8830405607716149
depleted,ABCC4,6,0.01274808546170802,0.087988643902462,0.14488330421184412,0.974964286538204
depleted,ABCC5,7,-0.00534197036462556,0.03005683371668283,-0.17772897887313188,0.973953675700722
depleted,ABCC8,7,-0.07665618226150196,0.03887007732636573,-1.9721129345298667,0.5209169002153662
depleted,ABCD2,5,0.1401953030202397,0.05892634030437326,2.3791618874697873,0.4140768376979126
depleted,ABCD3,6,-6.096867119531917e-4,0.03826698159855089,-0.01593244845776599,0.9969639461952862
depleted,ABCD4,7,0.07822064778975568,0.04754361611139297,1.6452397648190564,0.6182816812079991
depleted,ABCE1,7,0.0752420035007655,0.07267857430901786,1.0352707688079892,0.7752756022765437
depleted,ABCF1,7,-0.0498052827499701,0.0537185243902897,-0.9271528456014894,0.8093374450012418
depleted,ABCF3,6,0.03121699296207185,0.0763168698560535,0.4090444618726158,0.9331124581281722
depleted,ABCG1,7,-0.06396576990668723,0.04772663943945993,-1.3402529626630475,0.6998691754466744
depleted,ABCG4,6,-0.0299167141435855,0.07297075298058739,-0.4099822589407064,0.9325639846847038
depleted,ABCG8,5,0.2109354485674385,0.12793937350596263,1.6487140962716051,0.6182816812079991
depleted,ABHD10,6,0.02169513785809745,0.05724196625732215,0.3790075582059919,0.9363939912798276
depleted,ABHD12,7,0.01696584737927051,0.033854955071925,0.5011333597467932,0.913163248208214
depleted,ABHD13,7,0.1261587534451575,0.05894382578820928,2.1403217683639646,0.47663285738249817
depleted,ABHD14A,5,-0.15437116939334256,0.11899413014206156,-1.2973007089429198,0.704373349839659
depleted,ABHD15-AS1,7,-0.07262398877828527,0.17715093493165504,-0.4099554360596723,0.9325639846847038
