pathway,pval,padj,log2err,ES,NES,size,leadingEdge,cell_type
REF_HALLMARK_OXPHOS,0.9986054665710415,0.9986054665710415,0.006435850994751856,-0.13602373666701673,-0.6349278591004229,135,UQCRC1|SUCLA2|IMMT|SLC25A11|OGDH|AFG3L2|RETSAT|ETFA|GOT2|COX5A|NDUFV1|ACADVL|MFN2|ETFDH|ABCB7|PMPCA|IDH3A|UQCRH|NDUFB1|COX7A2L|COX5B|NDUFA1|IDH2|GPX4|NDUFS3|ACADSB|ISCU|ACO2|TIMM17A|NDUFS4|NDUFB2|CYC1|ATP6V0E1|ATP6V1E1|NQO2|MRPS15,L5_6 NP
REF_REACTOME_TRANSLATION,0.9977350859453994,0.9986054665710415,0.0065380875786694844,0.13951486372624183,0.6880800116452263,197,MRPS31|RPL4|PTCD3|NARS2|SRP68|RPL37A|RPS27L|RPL31|EIF1AX|SRP72|MRPL1|EIF3E|FARS2|LARS2|MRPS35|AIMP1|RPS20|RPS16|MRPS22|PPA2|MRPS30|GFM2|MTIF2|SEC61B|RPL27|RPL28|RPL24|EIF2S2|PABPC1|SRP9|EIF3J|GSPT1|EIF3B|MRPL13|EIF3F|RPSA|EIF4B|RPL11|RPL7|SRP19|RPS3|EEF1B2|RPS27|RPS4X|SRPRB|RPL29|EEF1A1,L5_6 NP
PGC3_SCZ_GWAS_no_MHC,0.5728918058870326,0.9996141839991582,0.011790839876840669,0.18719106124630358,0.9640632222700691,265,FXR1|MAP1A|LSAMP|MEF2C-AS1|UFM1|CLU|CNTN4|MIR137HG|SNAP91|KMT2E|WBP2NL|ARL17A|SP1|GNL3|FUT9|MYT1L|ALG12|ZNF491|CCDC92|NDUFAF7|BBX|CTNNA1|GRM3|PTPRT|DCC|TAF12|MOB4|RGS6|PRKG1|MAP7D1|ZNF804A|TRAPPC3|SLC12A6|KANSL1|PSMA4|SAP30L-AS1|FGFR1|EEF1A2|ZNF281|HSPA9|CALN1|CBX6|HSPD1|LHFPL3|RER1|MSRA|ZEB2|BRINP2|SPOCK3|YTHDF2|THOC7|ANKRD11|NOSIP|VPS37A|PRC1-AS1|STAG1|EFNA5|FOXP1|TRANK1|FHIT|ARL17B|TXNRD1|PLEKHO1,L6 CT
PGC3_SCZ_GWAS_with_MHC,0.5728918058870326,0.9996141839991582,0.011790839876840669,0.18719106124630358,0.9640632222700691,265,FXR1|MAP1A|LSAMP|MEF2C-AS1|UFM1|CLU|CNTN4|MIR137HG|SNAP91|KMT2E|WBP2NL|ARL17A|SP1|GNL3|FUT9|MYT1L|ALG12|ZNF491|CCDC92|NDUFAF7|BBX|CTNNA1|GRM3|PTPRT|DCC|TAF12|MOB4|RGS6|PRKG1|MAP7D1|ZNF804A|TRAPPC3|SLC12A6|KANSL1|PSMA4|SAP30L-AS1|FGFR1|EEF1A2|ZNF281|HSPA9|CALN1|CBX6|HSPD1|LHFPL3|RER1|MSRA|ZEB2|BRINP2|SPOCK3|YTHDF2|THOC7|ANKRD11|NOSIP|VPS37A|PRC1-AS1|STAG1|EFNA5|FOXP1|TRANK1|FHIT|ARL17B|TXNRD1|PLEKHO1,L6 CT
REF_HALLMARK_OXPHOS,0.9996141839991582,0.9996141839991582,0.005603999327638331,-0.13178582610227876,-0.594804239809264,128,ACADVL|RHOT2|SUCLG1|IDH3A|SUCLA2|VDAC1|NNT|NDUFV1|HADHB|MFN2|IMMT|NDUFB2|ETFA|DLD|IDH2|UQCRC1|GPI|ABCB7|ETFDH|VDAC3|ACADSB|NDUFS6|PDHX|NDUFS2|COX11|SLC25A11|NQO2,L6 CT
REF_REACTOME_TRANSLATION,0.9583533943187289,0.9996141839991582,0.007933523601382629,0.1599250726465964,0.7957764816419068,201,PABPC1|MRPS30|SRP14|MRPL37|RPS11|EIF5|MRPL22|MRPL39|MRPL1|SEC61G|RPL31|MTIF3|MRPS31|SSR2|GFM2|EARS2|RPL4|EIF3E|EIF3M|EIF3F|RPL15|EEF1A2|MRPS16|SSR3|RPLP0|SRP68|EIF5B|YARS2|MRPL35|EIF3J|SRP9|EEF1B2,L6 CT
PGC3_SCZ_GWAS_no_MHC,0.18437058224019462,0.24582744298692616,0.01815348334012533,-0.22090487476339324,-1.114636594056579,293,LPCAT4|CREB3L1|DGKZ|GLT8D1|PLCH2|SGCD|ZNF440|CPT1C|IGSF9B|ZNF823|UNC45A|SREBF2|PCDH7|R3HDM2|SHANK3|MSANTD2|PLCL2|UBE2D2|RABL2B|ANAPC7|FAHD2B|CTNND1|PDE4B|ASPHD1|CPLX1|EPN2|DGKI|PTPRF|NRBP2|PDE6B|TRIM9|SLC45A1|GALNT2|PPP1R13B|SLCO4C1|GRAMD1B|ZNF491|OPCML|ACTR1B|PRKD1|ZSWIM6|GMEB2|SF3B1|IREB2|MICU3|NOSIP|ZSCAN2|IFT81|LRP1|PITPNM2|CRELD2|SLC39A8|ARHGAP44|MAN2A2|ZFYVE21|BRINP2|PPIP5K1|RER1|SORCS3|CATSPER2|DNAJC19|NPTXR|GABBR2|PFDN5|RGS6|INO80E|ZNF441|SUGP1|KCNB1|NGEF|SCRIB|CNTN4|GNE|PEX10|MORN1|STAC3|SEZ6L2|CPEB1-AS1|WDR73|ZNF707|RCCD1|PCGF3|ZBED4|CBX6|CKMT1B,L6 IT
PGC3_SCZ_GWAS_with_MHC,0.18437058224019462,0.24582744298692616,0.01815348334012533,-0.22090487476339324,-1.114636594056579,293,LPCAT4|CREB3L1|DGKZ|GLT8D1|PLCH2|SGCD|ZNF440|CPT1C|IGSF9B|ZNF823|UNC45A|SREBF2|PCDH7|R3HDM2|SHANK3|MSANTD2|PLCL2|UBE2D2|RABL2B|ANAPC7|FAHD2B|CTNND1|PDE4B|ASPHD1|CPLX1|EPN2|DGKI|PTPRF|NRBP2|PDE6B|TRIM9|SLC45A1|GALNT2|PPP1R13B|SLCO4C1|GRAMD1B|ZNF491|OPCML|ACTR1B|PRKD1|ZSWIM6|GMEB2|SF3B1|IREB2|MICU3|NOSIP|ZSCAN2|IFT81|LRP1|PITPNM2|CRELD2|SLC39A8|ARHGAP44|MAN2A2|ZFYVE21|BRINP2|PPIP5K1|RER1|SORCS3|CATSPER2|DNAJC19|NPTXR|GABBR2|PFDN5|RGS6|INO80E|ZNF441|SUGP1|KCNB1|NGEF|SCRIB|CNTN4|GNE|PEX10|MORN1|STAC3|SEZ6L2|CPEB1-AS1|WDR73|ZNF707|RCCD1|PCGF3|ZBED4|CBX6|CKMT1B,L6 IT
REF_HALLMARK_OXPHOS,0.9305747345364507,0.9305747345364507,0.008054674526135876,0.167504250742274,0.7950658953320505,139,OPA1|MAOB|ATP6V1H|ECHS1|MTRF1|OAT|MRPS30|IDH3B|PDHA1|ATP6V1C1|HSPA9|PRDX3|ACADSB|PDP1|ATP6V1G1|CYB5R3|RHOT1|NDUFS3|ATP6V1E1|NDUFC1|GLUD1|CS|PDHX|NDUFA8|LDHA,L6 IT
REF_REACTOME_TRANSLATION,1.539142824306383e-4,6.156571297225532e-4,0.5188480777437918,0.32232493640944454,1.6281641295438902,215,GFM2|UBA52|EIF1AX|MRPL50|RPL4|SRP14|SSR3|RPL13A|RPL28|MRPS31|EIF3J|EIF3E|RPL27A|RPL15|RPS11|RPS20|MRPL37|EIF5|EIF4H|MRPS30|PABPC1|EEF1A2|RPS16|EIF3H|EIF4A2|RPS2|RPS15|MRPL3|RPS27|EIF3G|EEF1A1|MRPL47|EIF2B5|RPSA|SRP68|NARS2|RPL8|RPL35|RPL37A|SEC61G|RPL36|EEF2|RPL3|RPS29|MRPL1|AIMP1|SRP9|EIF3F|RARS2|EIF3M|MRPL42|RPL18|RPL37|EIF3I|SEC61A1|RPL31|RPL19|RPL29|EIF4B|N6AMT1|GSPT1|RPL13|RPS28|RPL23A|RPS3A|MRPS11,L6 IT
PGC3_SCZ_GWAS_no_MHC,0.18466837410580234,0.24622449880773645,0.021357190274703407,-0.22198300440442378,-1.1108513892406524,256,ZFYVE21|TRIM9|DGKI|R3HDM2|DGKZ|PCDH7|CPLX1|RIMS1|MAU2|ANAPC7|RGS6|GABBR2|EPN2|NT5C2|SLC45A1|THOC7|SREBF2|SF3B1|NPTXR|LPCAT4|NGEF|CPT1C|RNF38|GRIN2A|GOLGA8A|AGO3|RABL2B|ETF1|CTNND1|ALMS1|ACTR1B|CRELD2|PITPNM2|B9D1|TTBK1|MORN1|RPL13|KCTD13|TAOK2|SOX2-OT|PDE4B|KLF6|PLK2|DOC2A|PTPRF|SPG7|CYP7B1|CBX6|SEC11A|ALG12|PDE6B|GATAD2A|PPP1R13B|CTDP1|NRBP2|COX5B|IGSF9B|KCNB1|PRMT1|EXOC4|BRD1|CUL3|ERBB4,L6 IT Car3
PGC3_SCZ_GWAS_with_MHC,0.18466837410580234,0.24622449880773645,0.021357190274703407,-0.22198300440442378,-1.1108513892406524,256,ZFYVE21|TRIM9|DGKI|R3HDM2|DGKZ|PCDH7|CPLX1|RIMS1|MAU2|ANAPC7|RGS6|GABBR2|EPN2|NT5C2|SLC45A1|THOC7|SREBF2|SF3B1|NPTXR|LPCAT4|NGEF|CPT1C|RNF38|GRIN2A|GOLGA8A|AGO3|RABL2B|ETF1|CTNND1|ALMS1|ACTR1B|CRELD2|PITPNM2|B9D1|TTBK1|MORN1|RPL13|KCTD13|TAOK2|SOX2-OT|PDE4B|KLF6|PLK2|DOC2A|PTPRF|SPG7|CYP7B1|CBX6|SEC11A|ALG12|PDE6B|GATAD2A|PPP1R13B|CTDP1|NRBP2|COX5B|IGSF9B|KCNB1|PRMT1|EXOC4|BRD1|CUL3|ERBB4,L6 IT Car3
REF_HALLMARK_OXPHOS,0.6895164294761941,0.6895164294761941,0.008416286342393503,0.19913976429121594,0.9067303921652256,139,OPA1|NDUFA8|NDUFS7|PHYH|ATP6AP1|ATP6V1H|DLD|ACADSB|SUPV3L1|MRPL35|IDH1|LRPPRC|FDX1|TOMM70|ATP6V1G1|GRPEL1|ATP6V1C1|ATP6V1E1|GLUD1|IDH3G|HADHA|DLAT|PHB2|UQCRC2|MRPS30|CYB5R3|MPC1|PDHA1|MFN2,L6 IT Car3
REF_REACTOME_TRANSLATION,0.00669554942890902,0.02678219771563608,0.11664752598637335,-0.2901739604662432,-1.4114424482598174,203,RPL6|MRPS15|RPL13A|RPL10A|RPS25|DAP3|RPS26|RPL7A|EIF3B|RPS8|ETF1|RPL19|RPS27A|MRPS21|RPS4X|MRPL48|EIF5B|FAU|RPL18|RPL10|RPS15|RPL35A|RPL13|RPL41|RPL23A|MRPL57|MTRF1L|RPS23|RPL11|RPL8|RPL38|SRPRB|RPL14|RPL24|RPLP2|GFM1|RPL23|RPL30|RPS9|RPL36AL|RPL29|WARS2|SSR1|SEC11A|EEF1D|RPL37|MTFMT|RPL18A|MRPL22|RPS6|RPS18|RPL28|RPS19|RPL5|RPL32|MRPL51|MRPL55|RPS7|RPL31|RPS14|RPS3|EIF4E|RPLP1|RPL3|SRP19|RPS20|RPSA|MRPS5|RPS24|FARS2|EIF4G1|MRPS18B|RPL37A|RPL27|EIF3H|MRPL1,L6 IT Car3
PGC3_SCZ_GWAS_no_MHC,0.2000646586561776,0.30437755857197724,0.015449052251682591,0.22983089874079898,1.1181257288363362,263,DISP2|FXR1|EEF1A2|MEF2C-AS1|PCBP2|CNTN4|EFNA5|SCAF1|CLU|UFM1|PPP1R26-AS1|KLF12|BBX|ANKS1B|CCDC92|NEK4|MAP1A|ZDHHC2|MIR137HG|ADGRV1|HSPA9|CALN1|MYT1L|JAM3|RAB21|VPS37A|RERE|CACNA1C|AGO3|FHIT|CBX6|CXXC5|AKT3|CNOT1|ARL17A|HSPD1|ARL17B|SLC12A6|SNAP91|OPCML|PTPRT|GNL3|ZBED4|KMT2E|BRINP2|KANSL1|SPOCK3|PLEKHO1|SPCS1|PRKG1|ADGRB3|CNOT7|CSMD1|RUNDC3B|LSAMP|GPM6A|PSMA4|PRC1-AS1|IMMP2L|MOB4|ATP2A2|SGCD|BCL11B|LHFPL3|RBMS3|PUF60|NGEF|MSRA|MAPK8IP2|RGS6|ZNF804A|TXNRD1|ANKRD36|FGFR1|NRGN|TBC1D15|SEZ6L2|PPDPF|DCC|SUN2|STAG1|CLTA,L6b
PGC3_SCZ_GWAS_with_MHC,0.2000646586561776,0.30437755857197724,0.015449052251682591,0.22983089874079898,1.1181257288363362,263,DISP2|FXR1|EEF1A2|MEF2C-AS1|PCBP2|CNTN4|EFNA5|SCAF1|CLU|UFM1|PPP1R26-AS1|KLF12|BBX|ANKS1B|CCDC92|NEK4|MAP1A|ZDHHC2|MIR137HG|ADGRV1|HSPA9|CALN1|MYT1L|JAM3|RAB21|VPS37A|RERE|CACNA1C|AGO3|FHIT|CBX6|CXXC5|AKT3|CNOT1|ARL17A|HSPD1|ARL17B|SLC12A6|SNAP91|OPCML|PTPRT|GNL3|ZBED4|KMT2E|BRINP2|KANSL1|SPOCK3|PLEKHO1|SPCS1|PRKG1|ADGRB3|CNOT7|CSMD1|RUNDC3B|LSAMP|GPM6A|PSMA4|PRC1-AS1|IMMP2L|MOB4|ATP2A2|SGCD|BCL11B|LHFPL3|RBMS3|PUF60|NGEF|MSRA|MAPK8IP2|RGS6|ZNF804A|TXNRD1|ANKRD36|FGFR1|NRGN|TBC1D15|SEZ6L2|PPDPF|DCC|SUN2|STAG1|CLTA,L6b
REF_HALLMARK_OXPHOS,0.5989327008597688,0.5989327008597688,0.007836035619042376,0.21182962816859413,0.9349049703447523,121,NDUFS1|ATP6AP1|ATP6V1E1|OAT|HSPA9|OPA1|ATP1B1|ATP6V1H|PDHA1|ATP6V1C1|ATP6V1G1|ATP6V1F|ACO2|PDP1|ATP6V0E1|CYB5R3|LDHA|ATP6V0B|ISCA1|UQCRB|RHOT1|COX6B1|UQCRH|COX4I1|CYCS|PDHX|VDAC3|NDUFA4|NDUFS7|NDUFA5|UQCR10|ACAT1|POR|SUPV3L1|GLUD1|NDUFB6,L6b
REF_REACTOME_TRANSLATION,0.22828316892898295,0.30437755857197724,0.014649927359243194,0.23755972880920997,1.113235702572877,189,EEF1A2|SRP14|EIF1AX|EIF4A2|SRP9|MRPS31|PABPC1|RPL4|SRP19|EIF5|SSR3|EEF1A1|RPS11|UBA52|RPL13A|NARS2|RPL31|EIF3M|SRP72|RPL27|EIF4H|RPS29|EIF3J|RPL38|RPS28|RPN1|MRPL42|RPL37A|SPCS1|EIF2B5|RPS27L|TRAM1|RPL23|RPS16|MRPL19,L6b
PGC3_SCZ_GWAS_no_MHC,0.050534367710085175,0.050534367710085175,0.032800709697407414,-0.24960060800491324,-1.2420612579781292,308,LPCAT4|ANAPC7|MAP7D1|SLC38A7|ASPHD1|THRAP3|MAU2|ARSA|NRBP2|ACTR5|ZNF440|QPCT|CKMT1B|GOT2|UNC45A|CPNE7|SPG7|MSANTD2|PUF60|FURIN|GABBR2|SLC45A1|ZNF536|AMBRA1|SF3B1|CUL9|GRAMD1B|FAHD2B|B9D1|SHANK3|PITPNM2|PLK2|NAGA|METAP1D|MAN2A2|BCL11B|TRANK1|PFDN5|PSMA4|CPT1C|CPLX1|MYL5|MORN1|ELAC2|UBE2D2|TTBK1|MIEF1|BRINP2|SP7|DGKZ|SUGP1|CLTA|SCRIB|ACTR1B|GRIN2A|GMEB2|CRELD2|HIRIP3|GALNT2|PLCH2|CNTN4|RCCD1|R3HDM2|PPIP5K1|ZEB2|ARHGAP44|GNL3|NOP10|ZNF707|DOC2A|RBM26-AS1|EPN2-AS1|CNNM2|PEX10|GLT8D1|ZBED4|PCGF3|RABL2B|PLCB2|NPTXR|SREBF2,Lamp5
PGC3_SCZ_GWAS_with_MHC,0.050534367710085175,0.050534367710085175,0.032800709697407414,-0.24960060800491324,-1.2420612579781292,308,LPCAT4|ANAPC7|MAP7D1|SLC38A7|ASPHD1|THRAP3|MAU2|ARSA|NRBP2|ACTR5|ZNF440|QPCT|CKMT1B|GOT2|UNC45A|CPNE7|SPG7|MSANTD2|PUF60|FURIN|GABBR2|SLC45A1|ZNF536|AMBRA1|SF3B1|CUL9|GRAMD1B|FAHD2B|B9D1|SHANK3|PITPNM2|PLK2|NAGA|METAP1D|MAN2A2|BCL11B|TRANK1|PFDN5|PSMA4|CPT1C|CPLX1|MYL5|MORN1|ELAC2|UBE2D2|TTBK1|MIEF1|BRINP2|SP7|DGKZ|SUGP1|CLTA|SCRIB|ACTR1B|GRIN2A|GMEB2|CRELD2|HIRIP3|GALNT2|PLCH2|CNTN4|RCCD1|R3HDM2|PPIP5K1|ZEB2|ARHGAP44|GNL3|NOP10|ZNF707|DOC2A|RBM26-AS1|EPN2-AS1|CNNM2|PEX10|GLT8D1|ZBED4|PCGF3|RABL2B|PLCB2|NPTXR|SREBF2,Lamp5
REF_HALLMARK_OXPHOS,1.4813608285885337e-4,5.925443314354135e-4,0.5188480777437918,-0.3719083147060389,-1.7200980645086552,166,NDUFB1|IDH2|RHOT2|TIMM17A|ACADVL|GOT2|BAX|NDUFV1|NDUFS6|SUCLA2|ACO2|NDUFS8|UQCRQ|ETFA|SUCLG1|IDH3A|MRPS22|COX7A2L|UQCRH|SUPV3L1|SDHC|NDUFS2|ATP6V1D|MFN2|ETFDH|IMMT|MRPS15|ALAS1|RETSAT|SLC25A20|NDUFB2|COX10|COX11|FH|ABCB7|SDHB|TIMM13|MRPS11|MPC1|MRPL11|OGDH|MRPS12|PDHB|HTRA2|UQCRC1|CS|ACADM|CYB5R3|DLST|CYC1|VDAC1|ISCA1|NDUFS3|NNT|AFG3L2|ECHS1|ECI1|TIMM10|OXA1L|SLC25A5|PMPCA|COX7C|MRPL15|NDUFC1|HADHA|NDUFA2|SURF1,Lamp5
REF_REACTOME_TRANSLATION,0.015141779578153373,0.030283559156306747,0.0616610247549728,-0.2779797984017949,-1.351058570663601,248,MRPL48|MRPL45|GFM1|EIF4G1|MRPL3|EIF3A|EEF1D|EIF3K|MRPL55|APEH|AARS2|RPS27A|EIF3D|MRPS25|MRPS22|FARSA|MRPS21|SEC11C|EIF2B3|RPS6|RPN2|TSFM|SRPRA|RPL22|MRPS15|SEC61A2|RPL9|EIF2B5|MRPL20|DDOST|RPS12|RPL30|RPL23A|RPL10A|HARS2|EIF3B|MRPS11|SSR2|RPL12|SRPRB|AURKAIP1|EIF2S3|MRPL58|MRPL11|EIF5B|RPL41|MRPS12|EIF2B2|RPLP2|IARS2|RPS24|RPL5|AIMP2|DAP3|EIF3I|MRPS16|MRPS18B|RPS7|TUFM|MRPL37|ETF1|FAU|RPS23|SEC11A|MRPL51|RPS8|MRPS10|MRPL27|OXA1L|RPS14|MRPL16|MRPL24|MRPL33|LARS2|MRPL41|MRPL15|RPL21|RPS9|RPL11|EEF1B2|FARSB|MRPL9|RPS15A|RPS19|MRPL4|RPL24|DARS2|RPS26|SPCS2|RPS5|RPL26L1|RPS13|MRPS7|SEC61B|RPL35A|RPS18|RPS21|MTIF2|MRRF|MRPS26|MRPL54|MRPS18A|MRPL57|RPL7A|RPL35|RPL38|RPS3A|TARS2|EIF2B4|MRPL43|PTCD3|SEC61A1|RPL34|SSR4,Lamp5
PGC3_SCZ_GWAS_no_MHC,0.2286178625139475,0.3048238166852633,0.013387294633020998,-0.29710403360429666,-1.1473144990521658,94,SREBF2|GRAMD1B|AKT3|PLCL2|TRANK1|EPN2|RERE|PLEKHO1|R3HDM2|GALNT2|PLCB2|PPP1R13B|ANKRD36|SF3B1|NRGN|ZSWIM6|RBM26|WBP2NL|MEF2C-AS1|AKAP6|C12orf42|RGS6|TP53BP1|ADGRB3|IMMP2L|CNOT7|CCDC92|RNF38|CTNND1|MAU2|CTNNA2|CATSPER2|BRD1|CNNM2,Micro-PVM
PGC3_SCZ_GWAS_with_MHC,0.2286178625139475,0.3048238166852633,0.013387294633020998,-0.29710403360429666,-1.1473144990521658,94,SREBF2|GRAMD1B|AKT3|PLCL2|TRANK1|EPN2|RERE|PLEKHO1|R3HDM2|GALNT2|PLCB2|PPP1R13B|ANKRD36|SF3B1|NRGN|ZSWIM6|RBM26|WBP2NL|MEF2C-AS1|AKAP6|C12orf42|RGS6|TP53BP1|ADGRB3|IMMP2L|CNOT7|CCDC92|RNF38|CTNND1|MAU2|CTNNA2|CATSPER2|BRD1|CNNM2,Micro-PVM
REF_HALLMARK_OXPHOS,0.42296798840732447,0.42296798840732447,0.010974601087956275,-0.48415525004727406,-1.0451730229471843,7,ATP1B1|NQO2,Micro-PVM
REF_REACTOME_TRANSLATION,1.2155688357274326e-18,4.86227534290973e-18,1.114664477517292,0.7126233699378886,3.162469729890586,71,RPS2|RPL36|RPL37A|RPLP1|RPL7|RPL13A|EIF3B|EIF3E|RPL15|SPCS3|RPL19|RPS11|SEC11A|RPS9|UBA52|RPL23|RPL28|EIF3M|RPL10|RPS19|RPL4|SSR3|RPL29|SPCS2|EIF3H|EIF3J|RPLP2|SRP54|RPL8|GSPT1|EIF2S2|RPS20|RPL13|RPL11|RPS15|RPS4X|RPS14|EEF1D|EIF4B|RPS24|EIF2S3|RPL35|RPL5|RPN1|EIF5B,Micro-PVM
PGC3_SCZ_GWAS_no_MHC,1.8770063245312028e-5,3.7540126490624056e-5,0.5756102610711286,-0.3590425609374727,-1.6702588465200476,278,CTNNA2|LRP1|LHFPL3|SHANK3|EPN2|SREBF2|DCC|GRIN2A|RABL2B|ANKS1B|GALNT10|PCDH7|ERBB4|PDE6B|DGKZ|PTN|LPCAT4|SPOCK3|ZNF804A|NPTXR|TSNARE1|CPT1C|PIM3|GPM6A|BRINP2|CLTA|CPLX1|R3HDM2|STAG1|ZEB2|ZNF823|NRGN|RBM26|TP53BP1|SLC38A7|FURIN|ATP2A2|SUN2|MMP16|AAAS|RORB|GABBR2|UNC45A|ETF1|PCGF3|PPP1R16B|MAN2A2|MYT1L|ALG12|GNE|HCN1|MSRA|PSMD6|FUT9|EEF1A2|AGO3|NDUFAF7|SLC25A12|BLM|KCNB1|CNTN4|ARSA|ARHGAP44|TMEM219|SPG7|BRD1|PTPRT|NGEF|GMEB1|PDE4B|RUNDC3B|KCNQ2|MPHOSPH9|LSAMP|THRAP3|KLF12|MAPK8IP2|SNAP91|PRKG1|ACTR1B|GRAMD1B,Oligo
PGC3_SCZ_GWAS_with_MHC,1.8770063245312028e-5,3.7540126490624056e-5,0.5756102610711286,-0.3590425609374727,-1.6702588465200476,278,CTNNA2|LRP1|LHFPL3|SHANK3|EPN2|SREBF2|DCC|GRIN2A|RABL2B|ANKS1B|GALNT10|PCDH7|ERBB4|PDE6B|DGKZ|PTN|LPCAT4|SPOCK3|ZNF804A|NPTXR|TSNARE1|CPT1C|PIM3|GPM6A|BRINP2|CLTA|CPLX1|R3HDM2|STAG1|ZEB2|ZNF823|NRGN|RBM26|TP53BP1|SLC38A7|FURIN|ATP2A2|SUN2|MMP16|AAAS|RORB|GABBR2|UNC45A|ETF1|PCGF3|PPP1R16B|MAN2A2|MYT1L|ALG12|GNE|HCN1|MSRA|PSMD6|FUT9|EEF1A2|AGO3|NDUFAF7|SLC25A12|BLM|KCNB1|CNTN4|ARSA|ARHGAP44|TMEM219|SPG7|BRD1|PTPRT|NGEF|GMEB1|PDE4B|RUNDC3B|KCNQ2|MPHOSPH9|LSAMP|THRAP3|KLF12|MAPK8IP2|SNAP91|PRKG1|ACTR1B|GRAMD1B,Oligo
REF_HALLMARK_OXPHOS,0.10419551725906549,0.13892735634542064,0.021695852460869178,-0.279324860065821,-1.2244731095591441,162,AFG3L2|MRPS15|BAX|UQCRC1|TIMM17A|NDUFV1|ACADVL|ABCB7|SUCLA2|IMMT|OGDH|COX10|PDP1|PHYH|MFN2|RHOT2|IDH3G|MTX2|COX7A2L|SLC25A3|CYCS|NDUFS8|MDH2|DLD|ATP1B1|VDAC2|MDH1|ATP6V1H|SLC25A12|UQCRH|RETSAT|ATP6V0B|NDUFB7|ECI1|MTRR|NDUFA8|SUCLG1|CS|GPI|NDUFB1|GOT2|MRPL15|TIMM13|MTRF1|CYC1|NDUFS4|ISCU|ATP6V1C1|ATP6AP1|LDHA|COX5A|NDUFA6|POLR2F|SURF1|ACADM|NDUFS2|ATP6V1G1|GPX4|NDUFS6|TIMM10|UQCRFS1|FH|NDUFB2|NDUFS7|ECH1|NDUFA3|UQCRQ|COX11|HTRA2|ECHS1|TIMM9|NDUFA1|POR|TOMM22|IDH1|SLC25A5|SLC25A11|MRPL34|COX6C|HADHB|IDH3A|COX7C|VDAC1|ATP6V1F|ETFA|MRPS30|TOMM70|COX17|CASP7,Oligo
REF_REACTOME_TRANSLATION,1,1,0.013809691412285717,0.10865293117611236,0.5708957269463396,235,GFM2|TARS2|RPS27L|EIF1AX|RARS2|SRP19|RPL37A|MRPS16|EIF3M|MRPS31|AIMP1|MRPS22|EIF3E|RPL13A|MTRF1L|EIF4B|MRPS5|MTFMT|MRPL43|EIF2B1|MRPL18|MRPL35|RPS24|EEF1A1|EIF3J|YARS2|EIF2B2|RPS2|MRPS9|SEC61G|RPL36|DAP3|SRP9|MRPL44|RPS3|RPL15|RPL24|MRPS18C|RPL5|TRMT112|RPL7A|PTCD3|MRPS18B|SSR3|RPS13|RPS16|RPLP0|RPL27A|RPL21|RPS12|ERAL1|EIF5|RPS8|RPS20|AIMP2|MTIF2|SRP54|MRPL42|PPA2|MRPS14|SPCS2|RPL35A,Oligo
PGC3_SCZ_GWAS_no_MHC,0.0016045591612028661,0.0021394122149371547,0.1901451608273952,-0.3066814137633921,-1.4889991862162748,262,LHFPL3|PTPRT|ANKS1B|LRP1|ANKRD11|C12orf42|ZNF536|PTN|TBC1D2|SF3B1|HES5|AGO3|CPEB1|SPG7|PBRM1|GOT2|AAAS|ANAPC7|ZEB2|FHIT|GMEB1|KLF12|CHKB|BRD1|RPL13|CREB3L1|CLTA|GPM6A|GRM3|ACTR5|GABBR2|SLC25A12|STAG1|TSNARE1|INO80E|R3HDM2|CUL9|TTBK1|CPT1C|EPHX2|ADGRV1|GNE|CACNA1C|SOX2-OT|KCNB1|CBX6|FGFR1|ACTR1B|GRAMD1B|ATF4|UNC45A|PPIP5K1|LPCAT4|RGS6|MPHOSPH9|MSANTD2|MAN2A2|AP3B2|ARSA|MAPK8IP2|SRF|CNTN4|GMEB2|SLC38A7|HCN1|UBE2D2|CTNNA2|SHANK3|EPN2|EFNA5|PRR12|GALNT2|OPCML|CPLX1|PCGF3|CATSPER2|ATP2A2|RBM26|AMBRA1|GALNT10,OPC
PGC3_SCZ_GWAS_with_MHC,0.0016045591612028661,0.0021394122149371547,0.1901451608273952,-0.3066814137633921,-1.4889991862162748,262,LHFPL3|PTPRT|ANKS1B|LRP1|ANKRD11|C12orf42|ZNF536|PTN|TBC1D2|SF3B1|HES5|AGO3|CPEB1|SPG7|PBRM1|GOT2|AAAS|ANAPC7|ZEB2|FHIT|GMEB1|KLF12|CHKB|BRD1|RPL13|CREB3L1|CLTA|GPM6A|GRM3|ACTR5|GABBR2|SLC25A12|STAG1|TSNARE1|INO80E|R3HDM2|CUL9|TTBK1|CPT1C|EPHX2|ADGRV1|GNE|CACNA1C|SOX2-OT|KCNB1|CBX6|FGFR1|ACTR1B|GRAMD1B|ATF4|UNC45A|PPIP5K1|LPCAT4|RGS6|MPHOSPH9|MSANTD2|MAN2A2|AP3B2|ARSA|MAPK8IP2|SRF|CNTN4|GMEB2|SLC38A7|HCN1|UBE2D2|CTNNA2|SHANK3|EPN2|EFNA5|PRR12|GALNT2|OPCML|CPLX1|PCGF3|CATSPER2|ATP2A2|RBM26|AMBRA1|GALNT10,OPC
