x,y
-1.007999999999356,-4.2960000000002765
-1.2079999999991742,-4.096000000000458
-2.607999999999265,-3.8960000000006403
-3.8079999999990832,-2.8960000000006403
-4.407999999998992,-1.6960000000008222
-4.407999999998992,-0.6960000000008222
-4.607999999999265,-0.4960000000010041
-4.607999999999265,0.3039999999991778
-4.407999999998992,1.503999999998996
-4.207999999999174,1.9039999999995416
-2.8079999999990832,3.1039999999993597
-1.4079999999989923,3.1039999999993597
-1.2079999999991742,2.9039999999995416
-0.6079999999992651,2.7039999999997235
-0.007999999999356078,2.7039999999997235
2.5920000000010077,0.9039999999995416
3.392000000000735,0.3039999999991778
3.792000000000826,-0.4960000000010041
3.992000000000644,-1.0960000000004584
3.992000000000644,-1.6960000000008222
3.792000000000826,-2.496000000001004
2.992000000000644,-3.2960000000002765
2.392000000000735,-3.696000000000822
0.9920000000006439,-4.2960000000002765
-1.007999999999356,-4.2960000000002765
