pathway,source,k_cells,mean_NES,sd_NES,p_fisher,n_pos_NES,n_neg_NES,n_sig_per_ct,padj_fisher,stouffer_Z,p_stouffer,padj_stouffer
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,C5:GO:BP,17,1.2766253600183874,0.853790977279179,6.370166544333172e-10,15,2,0,1.8427637082981983e-8,7.4752715005382004,7.704462142310445e-14,3.0329369783930344e-12
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5:GO:BP,5,-0.45707169137931847,1.0482310367305634,0.10881025786138064,1,4,0,0.2625528275433993,0.48485189057058836,0.6277814109595798,0.7219344429300273
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,C5:GO:BP,21,0.23943781795839442,0.8464632397675917,0.999382334080799,14,7,0,0.9999994617856818,0.1769071276974157,0.8595813398371113,0.9031513364256375
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS,C5:GO:BP,9,0.87353783874276,0.6768385032262874,0.24512636325683104,8,1,0,0.47071411521056544,2.503664573808935,0.012291450115634272,0.030169930426374236
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,C5:GO:BP,15,0.20534576012017733,0.9493605396319786,0.8877521411649546,9,6,0,0.9903247300725619,0.7689607508153359,0.441916611011751,0.5572848676183524
GOBP_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,C5:GO:BP,3,-1.5745594384306199,0.20727238853360272,0.0014645260810577875,0,3,0,0.008650104935064441,-3.7311166304708703,1.9063293809803904e-4,8.35263194638396e-4
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,C5:GO:BP,22,-0.5060157625448997,0.863574281103475,0.7020528401535733,6,16,0,0.8968848344350684,-2.3134283559949753,0.020699099558751304,0.04700535930127377
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,C5:GO:BP,23,-0.08913543567513853,1.115806677050222,0.006128946064727534,10,13,0,0.028488594702571014,0.5481178706844285,0.5836109705772048,0.6846446977416456
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,C5:GO:BP,18,0.4003551263328093,1.0930476962776035,0.06083983394164408,12,6,0,0.16938892155025,1.90631515174418,0.05660932959437907,0.10778495390482995
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH,C5:GO:BP,21,0.07487012543001331,0.9671580082965595,0.9270503217698549,12,9,0,0.9999994617856818,-0.2762052748985415,0.7823904059893578,0.8463336445525107
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION,C5:GO:BP,20,0.5088472495347192,0.9850791919035914,0.17305074882173235,14,6,0,0.3685416459135656,2.550084382383972,0.010769684883145909,0.02702861763147726
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,C5:GO:BP,21,0.13575594966385374,1.0011038706148196,0.8055447997734029,12,9,0,0.9565941959244229,0.517492886299204,0.6048121335188448,0.7026088018989075
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION,C5:GO:BP,9,-0.11546732265203424,1.0777030087556971,0.5749778798402798,4,5,0,0.8032021343223371,-0.27987842815640196,0.7795707779239851,0.8442402199383826
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,C5:GO:BP,19,-0.08223069611212386,1.0804472320368768,0.4580761882065965,8,11,0,0.705975335545132,0.21781924130039632,0.8275699521075137,0.879141984176531
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5:GO:BP,19,0.35154334022606226,0.9983742843509181,0.4779701462265716,12,7,0,0.7258417193740957,1.8720890477700207,0.06119428496158019,0.11505188435538846
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5:GO:BP,6,0.7856843556893751,0.7981693612705805,0.30695538358836766,5,1,0,0.5501568327773677,1.9245977061701078,0.05427970660573087,0.1043640783856915
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,C5:GO:BP,8,-0.16521691910752898,0.8560876391070176,0.9859273663358777,3,5,0,0.9999994617856818,-0.07168195185518889,0.9428550195418728,0.9611773825088191
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,C5:GO:BP,19,-0.4338936800635445,1.0956566986297656,0.04862702909627846,6,13,0,0.14255839585730462,-1.8796553244294123,0.060155067989429094,0.11351723603540154
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,C5:GO:BP,17,0.36264782051541294,1.021858312883635,0.3722229203948954,11,6,0,0.6208050760113161,1.7112633990814659,0.08703249972385414,0.1533965382855006
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,C5:GO:BP,16,-0.5321362241264216,0.9582638568889865,0.43182609139467654,4,12,0,0.6799702804084835,-1.7688004591635105,0.0769271801193471,0.13898577586265762
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,C5:GO:BP,19,0.5636753572852637,0.9559673336252015,0.25686180715901885,14,5,0,0.48640060036534266,2.499977118652214,0.012420132816774634,0.030430720026213626
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,C5:GO:BP,22,-0.620735081110076,0.9048987735272238,0.19658249529208155,5,17,0,0.4040098268422031,-2.9480922238030765,0.0031974166181527514,0.009697645239409278
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,C5:GO:BP,23,0.4638739882353922,0.9647815928007759,0.07230692393820999,16,7,0,0.1935534448356501,2.9108491387340107,0.0036044800766438577,0.010711056165497721
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,C5:GO:BP,23,0.6720120763811023,0.9049895874951986,0.00805014755256647,18,5,0,0.035393769060996054,3.976654647390731,6.989155276337708e-5,3.504673594575908e-4
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,C5:GO:BP,22,-0.7045402131356947,0.8324379107254795,0.24196266028790392,4,18,0,0.46651573759624393,-3.15516780346618,0.0016040581912749137,0.005365831102394444
GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,C5:GO:BP,10,0.02225761182458057,1.1748763938156443,0.16241432485670101,5,5,0,0.3517748720733482,0.14844978543196083,0.881987812191563,0.9185518780454065
GOBP_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION,C5:GO:BP,4,-1.0738565130267563,0.4398273708468723,0.1828963445647811,0,4,0,0.3834145988035227,-1.956465455959876,0.050410347926510175,0.09826029278069379
GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,3,0.2502058506544159,1.2341511520329496,0.48308274542810165,2,1,0,0.7302658208302478,0.11887025823932793,0.9053781451457048,0.9345009993888022
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING,C5:GO:BP,14,-0.6206066833084108,0.8211386190819135,0.6221652177577558,3,11,0,0.8406405817875949,-2.046742733682901,0.04068335103905569,0.08228250844419183
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,C5:GO:BP,23,-0.09178680407533793,1.025403663463978,0.46677437740103495,10,13,0,0.7149530525895916,-0.2746032456223197,0.783621072521323,0.8470649866730847
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,C5:GO:BP,17,-0.17551275566015553,0.9760984129018093,0.8762947805919478,7,10,0,0.9867431949689774,-0.5778543700869002,0.5633624441316993,0.6671088384835436
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,C5:GO:BP,20,-0.17140211154523186,0.9966378756325232,0.8372613323843366,8,12,0,0.970146476748425,-0.44587529778744023,0.6556873267265625,0.7460494806631046
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,C5:GO:BP,11,0.17398449354657808,1.0129127362552188,0.7315505410468872,6,5,0,0.9152771104153141,0.8518792547184751,0.39428111206893574,0.5126191441727038
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,C5:GO:BP,15,0.09806165837718707,1.1665812546355594,4.619044973416503e-4,8,7,0,0.0033029631518709584,1.076315887507651,0.28178600562696127,0.39529752479300206
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,C5:GO:BP,7,-0.12318448502185822,1.0204099560112805,0.7770390722359437,3,4,0,0.9426921993115016,-0.1799097641728564,0.8572234095795381,0.9017376279557758
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,C5:GO:BP,22,0.6206123204253033,1.0041666034818844,0.007546135526749008,16,6,0,0.0336622879776765,3.8305942367802026,1.2783416233746946e-4,5.93476898341188e-4
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,C5:GO:BP,22,0.43500646912787316,1.0442655741865399,0.12144792065905845,15,7,0,0.2829462385824373,2.206518584433748,0.027347710459515562,0.05921589588299414
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,C5:GO:BP,19,-0.041020318953974066,1.0396476354318054,0.6722238621694762,10,9,0,0.8736850979217647,-0.7012804094658927,0.4831280371203115,0.5960660451515055
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,C5:GO:BP,23,-0.14281775219818155,1.0122321604023286,0.6173084246245728,10,13,0,0.8370711006494784,-0.8066467722392745,0.4198700185055548,0.5370201526255103
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,C5:GO:BP,23,0.3281001664608338,1.1523510682903053,6.65542791259515e-6,13,10,1,8.197984349756317e-5,3.974869605567913,7.041782612311934e-5,3.527920057061476e-4
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,C5:GO:BP,23,0.19143252716638598,1.0835739586201782,0.1413720343095474,13,10,0,0.3170802425908997,1.4856367503252967,0.13737522884277825,0.22284082894483803
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,C5:GO:BP,5,-0.1528536565165189,0.9091042169122393,0.9510730139793798,2,3,0,0.9999994617856818,-0.13653922446300173,0.8913950182490712,0.9250691336279598
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,C5:GO:BP,18,0.6012104441127186,0.8506383007752475,0.6505785731780682,14,4,0,0.8587052477291578,2.2459998568586452,0.02470401707474131,0.05465370173806471
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,C5:GO:BP,23,-0.03534536332213372,1.0154084313700391,0.6023323661741191,11,12,0,0.8258549875173694,-0.24954743246062872,0.8029373552983881,0.8617246462076714
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,C5:GO:BP,21,0.20554938885479393,1.0533437784966655,0.3726226099177614,13,8,0,0.6209292760074065,0.6050297757255536,0.5451592125584324,0.6514684857388197
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,C5:GO:BP,3,-0.3892594810578362,1.168809535885243,0.5201159850389921,1,2,0,0.7647391048731316,-0.6208409416458857,0.5347042823063918,0.6427729582833173
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,C5:GO:BP,21,0.0734727117935797,0.9844467831155588,0.820308852654926,11,10,0,0.9640256960175451,0.37222867173370144,0.7097226004295394,0.7896904764719278
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,C5:GO:BP,22,-0.033239132038653196,1.0623289673915883,0.5292475717914225,11,11,0,0.7699871820931758,-0.3601032558346799,0.7187699180959872,0.7971603056199614
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,C5:GO:BP,11,0.32753824902295947,1.048804071497789,0.35898022840755894,7,4,0,0.6085531641173202,1.006089696683768,0.31437242451068925,0.42910852653943415
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,C5:GO:BP,23,0.16947083082961817,1.1145433696582465,1.088003249814629e-6,12,11,1,1.6102869803942484e-5,3.4150542339003884,6.376931309534026e-4,0.0024025961722205897
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,C5:GO:BP,23,0.45469685158182666,0.9271135308784211,0.21048788076744038,16,7,0,0.42393407773197744,2.7629655093174126,0.005727881880555606,0.015901066492840118
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,C5:GO:BP,23,0.1718994736333822,1.112814431190474,0.02770721553459101,12,11,1,0.09276633276530975,1.9649627110587398,0.0494185535473301,0.09669728245989238
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION,C5:GO:BP,22,-0.5594007997308317,1.016449213185449,0.032603669067147324,6,16,0,0.10492803230754494,-2.968715644320254,0.0029904718924381184,0.00913894911666663
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,C5:GO:BP,20,0.9435468439305996,0.6312172381240431,0.06420799376279457,19,1,0,0.17644194064675403,3.7588586410961145,1.706902363630454e-4,7.61068355315746e-4
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,C5:GO:BP,2,1.146561378279558,0.3856913165140939,0.20977977983423862,2,0,0,0.4230494266158121,1.567285629487135,0.11704794284788703,0.19572917440974671
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,C5:GO:BP,23,-0.34881889156286516,0.9511556738981775,0.4970710663534492,8,15,0,0.7443395556355474,-1.7853979703292653,0.07419678764440578,0.13491449220007784
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,C5:GO:BP,23,0.5670413682067831,0.9373268380332676,0.057259142204115446,17,6,0,0.16118248028486165,3.2422646527567296,0.001185838456051236,0.004120222151439167
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,C5:GO:BP,22,0.3802936102852726,1.0093938061556826,0.21049293034138253,14,8,0,0.42393407773197744,2.47199342817652,0.013436198628413954,0.032513386858427556
GOBP_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION,C5:GO:BP,18,-1.3747942615324116,0.3672598979227587,3.017892644393856e-8,0,18,1,6.402123923676633e-7,-7.301963714558291,2.8359776118448166e-13,9.80016335821668e-12
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,C5:GO:BP,10,0.8113427852745806,0.984932592036141,0.030732948718956186,8,2,0,0.10038816482748861,2.9566711176633693,0.0031097962215256006,0.009461957666849008
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,C5:GO:BP,18,0.03630526272881133,1.0469237069081996,0.5497255236348013,8,10,0,0.7870091407689996,0.9462098222364499,0.3440415773200298,0.46103623898808
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION,C5:GO:BP,16,0.2683920581507052,1.0505420595889292,0.5270451604724774,10,6,0,0.76828919651819,0.8745015843758646,0.3818451577614896,0.500335484809532
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,C5:GO:BP,19,0.2854211965765533,1.0591855482327466,0.38126938328560933,12,7,0,0.6301541112665714,1.0747947978499872,0.2824666100439816,0.3959613621339735
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,C5:GO:BP,18,0.42046416346586485,0.8943733540728416,0.8605048651339029,12,6,0,0.980194796819503,1.8425580079017914,0.06539356973625307,0.12148155973625996
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,C5:GO:BP,18,0.5012868294710631,0.9256571690938116,0.5316626251180903,13,5,0,0.7716281771240697,2.0539744650362777,0.03997816321071992,0.0812435424268941
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,C5:GO:BP,16,-0.8319505932689321,0.5629807992793325,0.6891377433687498,1,15,0,0.8870630281657075,-2.5098479748450475,0.01207831479244763,0.029745917468533552
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,C5:GO:BP,10,0.9553532751338879,0.7093568177912825,0.11707020523867344,9,1,0,0.2761164785076433,3.0315475549562025,0.0024330359184535845,0.007665468361893575
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,C5:GO:BP,20,0.2576009700222,0.9737464635417226,0.8215457773232405,12,8,0,0.9640256960175451,1.3685464683438358,0.17114108710923148,0.2661863712137081
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,C5:GO:BP,22,0.1825394435474494,1.0050814678838944,0.474327821079413,12,10,0,0.7224654107665491,1.6285739549656362,0.10340324157330592,0.17725938403935743
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,C5:GO:BP,23,1.0736172795693897,0.5487593706245437,2.6271114427250806e-4,22,1,0,0.0020329638190018733,5.776205021645705,7.64042670889319e-9,9.741225171254975e-8
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,C5:GO:BP,21,0.3563454267033602,1.0614055723925548,0.034651797486276524,13,8,0,0.1099442365611524,2.7047799703750046,0.006834964572301094,0.018536443337593557
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,C5:GO:BP,23,-0.13041023564107768,1.0323812104533174,0.5182910908392493,10,13,0,0.7630908444533372,-0.3439133215681423,0.7309114731294009,0.8069830204479858
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_NUTRIENT_LEVELS,C5:GO:BP,1,1.1997623741645718,NA,NA,1,0,0,NA,NA,NA,NA
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,C5:GO:BP,9,-0.0688987721808004,0.9801683229224497,0.8991146051660277,4,5,0,0.9936244251460413,-0.004262824964301813,0.9965987680765962,0.9978018760087748
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,C5:GO:BP,4,-0.09816157842066864,1.3318863226041862,0.002200242021737288,2,2,0,0.012149854172095204,-1.2769759732685013,0.20161072994196994,0.30357232360673636
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,C5:GO:BP,23,-0.11479802499763007,1.0524365627144296,0.46886076038388214,10,13,0,0.7171959430350844,-0.27908771054168474,0.7801775141460051,0.8445380121237479
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,C5:GO:BP,19,-1.2445420830370346,0.29597484791967926,3.519024003869152e-4,0,19,0,0.0026092025551018166,-5.943663331682287,2.787217604722049e-9,3.938349881120912e-8
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,C5:GO:BP,23,0.22250885294517192,1.0263829866937366,0.5521050158334715,13,10,0,0.788680397860182,1.7238973733597416,0.08472637159940677,0.14988677377181586
GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,C5:GO:BP,5,-0.47967683076955425,1.0847702857928097,0.05820737543157281,1,4,0,0.16361049914277567,0.18369789365398656,0.8542504614111148,0.8989817794952024
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING,C5:GO:BP,21,-0.6951097725792105,0.7681941364636722,0.39761166901654443,4,17,0,0.6485260834346814,-3.0234643849408642,0.00249898441499211,0.007850573417233542
GOBP_NEGATIVE_REGULATION_OF_SECRETION,C5:GO:BP,23,-0.6783376674539829,0.8167175793119736,0.20025412833400486,4,19,0,0.40979120527513263,-2.928292803221575,0.0034082891103565595,0.010251714823077213
GOBP_NEGATIVE_REGULATION_OF_SIGNALING,C5:GO:BP,5,-0.7044810951482229,1.0265157559155635,0.005635554719714712,1,4,0,0.02659995759855455,-2.249001348508995,0.024512410275909176,0.05432422439846732
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,C5:GO:BP,2,-0.9495158884279117,0.21015099897898165,0.5930051765416581,0,2,0,0.8171543694361906,-0.9204632265807592,0.3573307412914137,0.475424193596259
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,C5:GO:BP,19,0.3359289933225143,0.8443799694940983,0.9777156839993222,12,7,0,0.9999994617856818,1.4731952396743613,0.14069839830731587,0.2274290445116855
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,C5:GO:BP,19,0.07331215769447297,1.0855980816531894,0.33294033587437327,10,9,0,0.5793268045278169,0.1995574688730143,0.841826693554953,0.8899690830236165
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,C5:GO:BP,14,0.15707966305572352,1.1183398097958561,0.23484103232573678,8,6,0,0.457355270881078,0.5014208163457841,0.6160749927226571,0.7121181654946167
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,C5:GO:BP,23,-1.3755410972580226,0.29436698460988026,3.4741628434463953e-12,0,23,1,1.4905720019887708e-10,-9.015363008928135,1.962195223992729e-19,2.236609690392906e-17
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,C5:GO:BP,23,0.6913166645561993,0.9078758215979364,0.008441975580911793,18,5,1,0.03677773389128544,3.9317162376306363,8.434158459407672e-5,4.136908680442928e-4
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,C5:GO:BP,21,0.05486938127539509,1.081956175024338,0.4131866845104285,11,10,0,0.6643172020223458,0.2606180076198588,0.7943871014021382,0.8555541240175052
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,C5:GO:BP,8,-0.8557458894908082,0.6606317655158981,0.4635494446396317,1,7,0,0.7115833384347472,-2.2338455892345004,0.02549323469729248,0.055945929133109966
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,C5:GO:BP,10,1.036852286507589,0.1431555511245451,0.5263584954484533,10,0,0,0.76828919651819,2.655117252496741,0.007928084605335515,0.02100859893509623
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,C5:GO:BP,23,0.07199572931420185,1.091585100753544,0.18275208514785796,11,12,1,0.38333908151604573,0.8296453436415894,0.40673933195875955,0.5247961274149429
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,C5:GO:BP,22,0.07210909878443499,1.0875367288250382,0.28218958162079555,12,10,0,0.5197978376357973,0.17761397693396427,0.8590261470738009,0.9028877904214997
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,C5:GO:BP,2,-0.006724149579995342,1.903493731085963,0.08452818577794402,1,1,0,0.2177941143003234,-0.06752127052265484,0.9461667292366174,0.9629866530131687
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,C5:GO:BP,2,1.0383975165430348,0.11837500557058382,0.46162616899096803,2,0,0,0.7096294389259306,1.1628249663324814,0.24490052545785707,0.3548966438181508
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS,C5:GO:BP,3,-0.38613506884901333,0.7829665334706032,0.9472950094232176,1,2,0,0.9999994617856818,-0.47989148554826394,0.6313045558766748,0.7247854620009269
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,C5:GO:BP,20,0.4258909791586598,0.9981497533844588,0.34570832685504477,13,7,0,0.593031107859833,2.3974063436951596,0.01651160145716263,0.038775861109579035
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,C5:GO:BP,18,1.096855911934857,0.7694541345870592,3.914798984668854e-5,16,2,0,3.905194796514408e-4,5.850685772759648,4.895503287749169e-9,6.49079142509382e-8
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,C5:GO:BP,11,0.598806027998439,1.0701024491016384,0.07294759027288883,8,3,0,0.19485860332775515,2.273188134345178,0.02301484503755788,0.051574052685395985
GOBP_NEGATIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,C5:GO:BP,18,0.07441400750221112,1.0816084370823154,0.3740100283569581,9,9,0,0.6221552138013698,0.5847062726726233,0.5587452355953411,0.6633506611872061
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,C5:GO:BP,18,-0.2216538361598185,1.0795823057787421,0.32177608121642665,7,11,0,0.5662221042050346,-0.757906863265715,0.4485067412750947,0.5635521279624044
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,C5:GO:BP,20,-0.08340836106698062,0.9369362458151843,0.983693036140283,9,11,0,0.9999994617856818,-0.16508216304570084,0.8688793122121379,0.9102374907220984
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,C5:GO:BP,19,-0.2853526388753573,0.9384552130894499,0.9092676483595132,7,12,0,0.99628077912792,-1.1159147728552172,0.2644586176714962,0.37673390471128826
GOBP_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,C5:GO:BP,13,-0.3258000180433375,0.9278881526435937,0.8270434323735728,4,9,0,0.9645892933776689,-0.7360821041278122,0.4616807329905531,0.5763085580007934
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,C5:GO:BP,23,-0.07255331506468156,1.1537500123903262,0.0015312487994192602,10,13,1,0.008958294036336217,0.6557452190918386,0.5119880687593455,0.6236128996993814
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION,C5:GO:BP,5,0.7660613422159294,1.0622099445869404,0.11596637127602165,4,1,0,0.27451710724407347,1.8339413384395638,0.06666270238551167,0.1234787916852177
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,C5:GO:BP,22,-0.962841441030419,0.6735071653603643,9.30103476188965e-4,2,20,1,0.005988367693684835,-4.9789161152751715,6.394134644932834e-7,5.372057896958422e-6
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,C5:GO:BP,8,-0.7058280938619033,1.007800434270282,0.10166818722750345,2,6,0,0.24990020787140133,-2.3991185026151425,0.01643459507666118,0.03860689098753043
