pathway,source,k_cells,mean_NES,sd_NES,p_fisher,n_pos_NES,n_neg_NES,n_sig_per_ct,padj_fisher,stouffer_Z,p_stouffer,padj_stouffer
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,C5:GO:BP,17,-1.5339993177263376,0.7231165446344774,1.1057316182416493e-17,1,16,1,1.0555590460639346e-15,-9.76514557701468,1.5888365901157516e-22,3.111267958644614e-20
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION,C5:GO:BP,17,0.8840345444910346,0.7701518373124993,0.04348240624037507,15,2,0,0.1310778264509917,3.7117149443189192,2.0585974806888456e-4,8.901821202583042e-4
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,C5:GO:BP,20,0.7087646259783911,0.8401291659721474,0.2857072332533475,16,4,0,0.5240024352439517,3.182722878254284,0.0014589717952491954,0.00495427638964789
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,C5:GO:BP,18,0.6739352826106052,0.8365042327042549,0.36747291825799044,14,4,0,0.6162474037629058,2.9586304543270057,0.003090094183987288,0.009409509283537048
GOBP_ACETYL_COA_METABOLIC_PROCESS,C5:GO:BP,18,0.3448119052376571,1.082395392580449,0.10174122150484304,12,6,0,0.2499992627517652,1.270515364455323,0.20390111344530673,0.30641338122428324
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,C5:GO:BP,23,-1.1353315391567267,0.4807984179979705,1.6089474252119893e-4,1,22,0,0.0013296153107652826,-6.386825213998256,1.6936502868953554e-10,3.1624467581955572e-9
GOBP_ACID_SECRETION,C5:GO:BP,18,-0.4547728458626955,0.9684561865094754,0.4877811040450716,5,13,0,0.7348953031351769,-1.5597033010080403,0.1188300117179515,0.19818842530901848
GOBP_ACROSOME_ASSEMBLY,C5:GO:BP,18,-0.7248395746829455,0.8998255591304868,0.09085289757409273,4,14,0,0.2289157303772175,-3.44767160947446,5.654410698502012e-4,0.0021623802956664932
GOBP_ACROSOME_REACTION,C5:GO:BP,18,-0.46775733231498223,0.9028175536283302,0.7189263581886656,5,13,0,0.9073529286888108,-1.7286466914417955,0.08387234762338334,0.14875362721778415
GOBP_ACTIN_CROSSLINK_FORMATION,C5:GO:BP,8,0.22544765890374943,0.9234257842410604,0.9138465292708459,5,3,0,0.9984314354399797,0.4258136654306799,0.6702436284834712,0.7582062791776432
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,C5:GO:BP,23,0.15425916413146484,1.185088300388334,9.243069552684858e-5,13,10,0,8.208060717890029e-4,1.2357351347388947,0.21655703304026927,0.3217599341106102
GOBP_ACTIN_FILAMENT_BASED_PROCESS,C5:GO:BP,14,-0.7030619312775779,0.9668992211810719,2.2995798228142797e-6,3,11,1,3.1930711103332096e-5,-4.420764859999186,9.83521524594778e-6,6.197321685916105e-5
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,C5:GO:BP,23,-1.0117582650990802,0.6306549095584628,2.8608342090937633e-5,2,21,0,2.946335519717358e-4,-6.299309787108838,2.989739367055155e-10,5.273126915981574e-9
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,C5:GO:BP,23,0.1336996318722938,1.1202884172587226,0.07740901778273519,12,11,0,0.20378237463176443,1.3643812329744933,0.1724476113136307,0.2677337685712945
GOBP_ACTIN_FILAMENT_ORGANIZATION,C5:GO:BP,23,-0.839650816644675,0.8609690777274268,9.452520746396061e-8,4,19,1,1.786853983668978e-6,-6.579310079340134,4.726361893206406e-11,9.809095732100053e-10
GOBP_ACTIN_FILAMENT_POLYMERIZATION,C5:GO:BP,23,-0.03636693718867266,1.0743127998624673,0.19327416942745884,11,12,0,0.39828246948664414,0.17964192177933,0.8574336912019214,0.9018346095178451
GOBP_ACTIN_FILAMENT_SEVERING,C5:GO:BP,17,0.4045902170145444,0.8690711718078268,0.9201965825986073,11,6,0,0.9987125164171077,1.7908664305730997,0.07331473180242346,0.13359689973159342
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,C5:GO:BP,23,0.18076982876847256,1.2092217987607132,2.256481558860554e-5,13,10,0,2.3967662955518847e-4,1.5964155643197246,0.11039604345857593,0.18681466516577538
GOBP_ACTIN_NUCLEATION,C5:GO:BP,23,-0.21415213549338927,1.0634635514844792,0.32364530119347334,9,14,0,0.5679462718652292,-0.7785239222050395,0.43626020944863103,0.552157643281272
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,C5:GO:BP,23,-0.043182083057812945,1.1077196170622443,0.05309552199755026,11,12,0,0.1520399330691006,0.08328308461973019,0.9336264500819101,0.9543709274897
GOBP_ACTION_POTENTIAL,C5:GO:BP,23,-0.4507972174149729,1.233013993852413,1.0931632181424241e-9,9,14,2,3.024814310490468e-8,-4.597990721292013,4.265849882249186e-6,2.932339833549688e-5
GOBP_ACTION_POTENTIAL_PROPAGATION,C5:GO:BP,8,-1.1840162083970023,0.30808976488977474,0.05351361813576886,0,8,0,0.15306498191118606,-3.3769993420450026,7.328122539693291e-4,0.0027141062965876654
GOBP_ACTIVATED_T_CELL_PROLIFERATION,C5:GO:BP,21,0.9591237853683959,0.7493246890196767,0.005977510234091108,18,3,0,0.02788652758567733,5.124078998880638,2.9899561209485465e-7,2.6959025850866644e-6
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,C5:GO:BP,1,1.0702790504711792,NA,NA,1,0,0,NA,NA,NA,NA
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY,C5:GO:BP,22,-0.9627762678062028,0.6337552249353707,0.05231123446137211,2,20,0,0.15018830736146574,-4.545066400440768,5.4917938826452825e-6,3.675795782801229e-5
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,C5:GO:BP,23,0.38349556600993473,1.0375135034708751,0.002246050355595339,15,8,0,0.012349234388539673,3.0464429615778617,0.0023156640973202142,0.0073441556109777725
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,C5:GO:BP,23,0.3556761197606919,1.0014017303659395,0.08555674538855382,15,8,0,0.21977694737046266,2.136791397262452,0.03261496215678519,0.06842869944817817
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,C5:GO:BP,20,0.3281643436368355,1.0417263106442047,0.28878404121524665,12,8,0,0.5278706851988604,2.0714285264336665,0.03831876735052784,0.07851903038797454
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,21,0.3044377496247118,1.0637556864271933,0.1783621944418275,13,8,0,0.3763890795667965,1.658953381594304,0.09712518659435937,0.16823430483581822
GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION,C5:GO:BP,2,-0.09540966999931699,1.0000912542299256,0.9419084923462646,1,1,0,0.9999994617856818,-0.1900339283324536,0.8492825439696127,0.894986999902847
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,C5:GO:BP,23,-0.6066292850931619,0.9613129824356591,0.0058394197719898525,6,17,0,0.02733524676436976,-3.963482404943897,7.386430995475584e-5,3.667761606791095e-4
GOBP_ACUTE_INFLAMMATORY_RESPONSE,C5:GO:BP,20,-0.29986194848797093,1.055763675213865,0.2632751487792144,6,14,0,0.4947422025656644,-0.24457214348682346,0.8067877353710863,0.8645205465173265
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,C5:GO:BP,1,-1.075445345145008,NA,NA,0,1,0,NA,NA,NA,NA
GOBP_ACUTE_PHASE_RESPONSE,C5:GO:BP,10,-0.34252144832419806,0.9085797545333218,0.889208575497755,3,7,0,0.9907916386163342,-0.6096281918442226,0.5421081321316692,0.6488136350242215
GOBP_ACYLGLYCEROL_HOMEOSTASIS,C5:GO:BP,20,0.2291347601451673,0.9188219323116529,0.9477570548728157,13,7,0,0.9999994617856818,0.3633079797734373,0.7163748330248296,0.7949657947995675
GOBP_ACYL_COA_METABOLIC_PROCESS,C5:GO:BP,22,-0.4385013592669505,1.0123812626051103,0.05491918653547834,6,16,1,0.15603341799533038,-1.6790352513094888,0.0931451737791616,0.16250377478682188
GOBP_ADAPTIVE_IMMUNE_RESPONSE,C5:GO:BP,23,0.3653614413368517,1.0259592586383575,0.008273199096274032,15,8,1,0.036265750298292265,2.649510078139045,0.008060856802368649,0.02128657102340573
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,C5:GO:BP,23,0.5028460205821961,1.0234015829568344,0.0016190447394328223,16,7,1,0.009388492539900125,3.6061457561753154,3.1077861875319446e-4,0.0012829277359017006
GOBP_ADAPTIVE_THERMOGENESIS,C5:GO:BP,23,0.37512688496796975,1.0378527034985043,0.09540309283319952,15,8,0,0.23778686338084398,2.423900529463462,0.015354810605984474,0.03647438957300434
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,15,0.3013721310110111,1.0134141658749853,0.4787588793564125,9,6,0,0.7267504594802071,1.6396816667715577,0.10107137276972308,0.1738473139284629
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,23,-0.7497358619864415,0.8292617214920591,0.02183807954510824,4,19,0,0.07786060386834344,-4.135976746885266,3.534479835601951e-5,1.9076199649817736e-4
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,21,-0.28890614555922384,0.9982657329314698,0.6422017370948447,8,13,0,0.8519707366093074,-1.4866896627534478,0.13709679415726225,0.2225309706650397
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,23,-0.5625799151777796,1.017039236381074,0.0021887600795381977,6,17,0,0.012103954183514277,-3.2223542272118015,0.0012714184301217688,0.0043757650071383275
GOBP_ADHERENS_JUNCTION_ASSEMBLY,C5:GO:BP,20,0.72982880276255,0.8706043469062642,0.11499648105716856,16,4,0,0.27325081699862985,3.4006311309040673,6.723048158738973e-4,0.0025218034768315096
GOBP_ADHERENS_JUNCTION_ORGANIZATION,C5:GO:BP,23,-0.20743184382395358,1.0839316131552204,0.12412257750234137,10,13,0,0.28734235024966204,-1.5135972312329014,0.13012802380093677,0.21339654665401633
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,C5:GO:BP,23,1.1517180621320564,0.5724724832557915,1.1892992133005862e-6,22,1,1,1.743316332433124e-5,6.7826622122813465,1.1798127227150787e-11,2.8356524333486883e-10
GOBP_ADP_TRANSPORT,C5:GO:BP,8,0.11376356032622181,1.0291725225629336,0.7233469699401323,5,3,0,0.90993259914887,-0.2990972312126896,0.7648658588166222,0.8336350169519828
GOBP_ADRENAL_GLAND_DEVELOPMENT,C5:GO:BP,13,0.3934996775403084,0.9549134180100703,0.6803672196762598,8,5,0,0.8793795798664549,1.823413850235461,0.06824073416339953,0.12582194273439937
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,21,0.8460753969835372,0.8330678884516864,0.013927015311695986,18,3,0,0.054627948605763865,4.092929044397352,4.2595809678398934e-5,2.2512401281241014e-4
GOBP_ADULT_BEHAVIOR,C5:GO:BP,23,-1.0240953424256873,0.6836025970902287,3.883128312317049e-6,2,21,1,5.1307008514126824e-5,-6.102468343201815,1.0444280095251232e-9,1.641213314556248e-8
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,C5:GO:BP,23,-0.6073715402320018,0.9566901911674706,0.007701746926347538,6,17,0,0.034216545245210096,-3.4462268246534573,5.684729890489e-4,0.002169629294036206
GOBP_AEROBIC_RESPIRATION,C5:GO:BP,21,-0.9406766733284454,0.9318086204480522,6.104075318752538e-14,3,18,3,3.7594212265575105e-12,-6.88353898909538,5.8383608681731305e-12,1.4912228077002742e-10
GOBP_AGGREPHAGY,C5:GO:BP,19,-0.07277576202235983,0.9204329954141528,0.9870673243863666,9,10,0,0.9999994617856818,-0.29039048030837056,0.7715175257080997,0.8380627808190799
GOBP_ALANINE_TRANSPORT,C5:GO:BP,18,0.18810644215134265,1.1080312602889115,0.26778861455886155,11,7,0,0.5010048136663463,0.4096068624033358,0.6820943621033881,0.7679720836478807
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,C5:GO:BP,23,-1.1016078712172204,0.8500664487281876,1.0990274042454246e-14,3,20,2,7.298497640193312e-13,-8.788287853588866,1.518564685940987e-18,1.3643857066507432e-16
GOBP_ALCOHOL_CATABOLIC_PROCESS,C5:GO:BP,17,0.21026637382220809,0.9531088462472213,0.8809861322250037,10,7,0,0.9881998669373854,0.8658720439415187,0.38656033544382645,0.5049882452590664
GOBP_ALCOHOL_METABOLIC_PROCESS,C5:GO:BP,23,-0.9981375044874394,0.687662461947014,4.6445794750862934e-7,2,21,1,7.629971902364574e-6,-6.465570752372967,1.0091717105198362e-10,1.9812453350231337e-9
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,C5:GO:BP,6,0.4593527985435071,1.1604576382878309,0.16610562666392603,4,2,0,0.35723702360811127,1.3947397521715332,0.16309433276533747,0.25623357731513724
GOBP_ALDEHYDE_METABOLIC_PROCESS,C5:GO:BP,20,0.2484584344207435,0.9852074969840083,0.6785599356092425,11,9,0,0.8777375047845165,1.786362024828101,0.07404066016076649,0.13469684421353292
GOBP_ALDITOL_METABOLIC_PROCESS,C5:GO:BP,12,-0.9256295101613832,0.6395685129585973,0.17534306463764443,1,11,0,0.37228106328542965,-3.062006888535343,0.002198583929143142,0.0070224113203120764
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,C5:GO:BP,18,0.007222091100818864,0.9743582764326435,0.9164606802755839,9,9,0,0.9984314354399797,0.08526385242371251,0.9320516284352973,0.9531438519497007
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,C5:GO:BP,22,-0.130857436694945,1.0311503529218098,0.5376159122977847,10,12,0,0.7764320579081282,-0.9857636122340505,0.32424912567904407,0.4396822750019282
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,C5:GO:BP,23,0.5691548708032664,0.9372583998347006,0.06476031640300667,17,6,0,0.17757396386797397,3.184768174528365,0.001448700117376706,0.004921584873846042
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,C5:GO:BP,23,0.5471642970362538,0.9538304744164892,0.11139990420324722,17,6,0,0.26706811205069964,2.8304023345039653,0.004648950228881773,0.013312348293202136
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,C5:GO:BP,20,-0.279834458037977,0.9353226007089562,0.8908071743199805,7,13,0,0.9910041029971218,-0.8637007605133974,0.38775229575409775,0.5058531401903048
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,C5:GO:BP,18,0.27312654987827806,1.0879145716045429,0.2655354202922017,11,7,0,0.49764270055743415,1.262262679842555,0.20685428098904754,0.3098756657342794
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,C5:GO:BP,23,-0.27140122270669326,0.98248085315926,0.5554866523597225,8,15,0,0.7903121230112374,-0.8932878316332108,0.3717030526968558,0.4901910228709873
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,C5:GO:BP,23,-0.33100606276950584,1.0621956297949209,0.04606306355291946,8,15,0,0.13666807162146305,-1.498498342065322,0.13400382305952935,0.2182966075448074
GOBP_AMELOGENESIS,C5:GO:BP,8,-0.8138764816124532,0.654458992619521,0.5364978818379563,1,7,0,0.7758444089370332,-2.0325113515559656,0.0421019157774922,0.08459151033746591
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,C5:GO:BP,23,-0.3480340142763455,1.0623127844138387,0.043194509714243885,8,15,0,0.13074770934906088,-2.0206396979812,0.04331707634176894,0.08657746977809197
GOBP_AMIDE_CATABOLIC_PROCESS,C5:GO:BP,7,-1.0898282154139296,0.31070145170552693,0.21797350155032044,0,7,0,0.4339581937799263,-2.574201676540147,0.010047168924291633,0.025585271448754655
GOBP_AMIDE_METABOLIC_PROCESS,C5:GO:BP,23,-0.6516505694832476,0.9063976634186504,2.475909430157865e-4,5,18,0,0.0019333865355946436,-4.265861876452466,1.9913195503730142e-5,1.15427375043156e-4
GOBP_AMIDE_TRANSPORT,C5:GO:BP,23,-0.8945505969666979,0.8014167213984085,3.6369002835642448e-6,3,20,1,4.838851474839745e-5,-5.775811531821134,7.658305923024671e-9,9.747747055689902e-8
GOBP_AMINE_BIOSYNTHETIC_PROCESS,C5:GO:BP,18,-0.15999815139377876,0.9312518626113838,0.958461747928701,8,10,0,0.9999994617856818,-0.7884982869177147,0.43040530021765677,0.5470473439468312
GOBP_AMINE_CATABOLIC_PROCESS,C5:GO:BP,15,0.33815816624966855,0.9344883513745428,0.8632734557392898,10,5,0,0.9802735364874414,0.9785159336567996,0.3278192146753578,0.4432640478887584
GOBP_AMINE_METABOLIC_PROCESS,C5:GO:BP,22,0.3861028784350956,0.9626531716205946,0.586854528222759,15,7,0,0.8125296532697529,1.5742829359824746,0.11542205294555886,0.19377406426582394
GOBP_AMINE_TRANSPORT,C5:GO:BP,23,-0.66285904289676,1.035569251089386,5.627656569911989e-4,6,17,0,0.00389297221235669,-4.193885880641047,2.7421597517788825e-5,1.527488987916508e-4
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,C5:GO:BP,21,-1.0000365708335628,0.8079132244058318,4.297727398732084e-6,3,18,0,5.6298017399857504e-5,-6.103555104423131,1.0373478096806503e-9,1.633448499490954e-8
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,C5:GO:BP,13,-0.34829114416689244,0.9722545000377558,0.7046491475666672,4,9,0,0.8979906197975566,-0.7730910603144715,0.4394684913888877,0.5554817723828096
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,C5:GO:BP,21,-0.8440421665501663,0.8092612326035722,0.0027683024958516556,3,18,0,0.014712265943506676,-4.595534819910238,4.316407019890858e-6,2.9564484673458726e-5
GOBP_AMINO_ACID_ACTIVATION,C5:GO:BP,18,-0.13746990805530326,1.0112361248086867,0.7893370071384916,8,10,0,0.9494671166351647,-0.5989392478974593,0.5492133977771148,0.654752219610338
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,C5:GO:BP,14,0.2748121140791268,0.9658567160496996,0.7202263986220678,10,4,0,0.9079513050968524,0.24419369119095616,0.8070808128967825,0.8647132671286095
GOBP_AMINO_ACID_BETAINE_TRANSPORT,C5:GO:BP,8,-1.3073499357382423,0.3444907051732222,0.003513605177014864,0,8,0,0.018142936265627123,-4.213574315629266,2.5136082909262434e-5,1.4135807450518204e-4
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,C5:GO:BP,22,0.44023756371034295,1.0157066196268123,0.23250507745230437,15,7,0,0.45447690721864564,2.1346356292760698,0.03279078475900998,0.06872207003418201
GOBP_AMINO_ACID_CATABOLIC_PROCESS,C5:GO:BP,22,0.14570778305286228,1.0632482988859593,0.31982193745953524,12,10,0,0.5643438392741383,1.2190157442870013,0.2228382168159603,0.32929865747358533
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,C5:GO:BP,20,-0.4929552547587263,0.9622199152848302,0.31849943036583667,6,14,0,0.5631813266274357,-2.4033733206564007,0.0162445942249403,0.0382664917013785
GOBP_AMINO_ACID_METABOLIC_PROCESS,C5:GO:BP,23,-0.25080154066356897,1.0349708456697884,0.3364920119738659,9,14,0,0.5829830978775894,-1.3351114432830176,0.18183987471661042,0.2791379142132168
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE,C5:GO:BP,1,-1.0454579536883934,NA,NA,0,1,0,NA,NA,NA,NA
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,C5:GO:BP,23,-1.1204633776987136,0.7165724160396709,2.7125829567194953e-9,2,21,1,7.070305815858971e-8,-7.497918781567775,6.483905271831711e-14,2.6061886611041463e-12
GOBP_AMINO_ACID_TRANSPORT,C5:GO:BP,23,-1.165940825185315,0.22035479484537557,1.4638577048886928e-4,0,23,0,0.0012213951474727433,-6.420106415365125,1.3617911632099283e-10,2.599999778358556e-9
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,C5:GO:BP,17,0.5145630613068569,0.9777881790661049,0.2746868234505569,11,6,0,0.5092690400742904,2.8232903411226404,0.004753350379569504,0.013545274943571755
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS,C5:GO:BP,5,0.5083636696794233,1.0110005542853375,0.5227249238957182,4,1,0,0.7665227042610598,0.5725023929117874,0.5669816651758741,0.6697662764034262
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,C5:GO:BP,19,0.2533624806109264,1.0322497637997412,0.47074639002473745,12,7,0,0.7191618684974834,0.7741951100979759,0.43881541955126724,0.5547481144037457
GOBP_AMMONIUM_ION_METABOLIC_PROCESS,C5:GO:BP,17,0.09486045066712745,1.1622855770761507,0.12122262560829968,9,8,0,0.2827663994412293,0.5037688130986011,0.6144238456849083,0.7105322394754156
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING,C5:GO:BP,10,-0.20422579132832225,0.991643627192535,0.8330392419789016,4,6,0,0.9686237349258331,-0.5213015137858061,0.6021567466303301,0.6999625445489678
GOBP_AMP_BIOSYNTHETIC_PROCESS,C5:GO:BP,1,0.7978906401336051,NA,NA,1,0,0,NA,NA,NA,NA
GOBP_AMP_METABOLIC_PROCESS,C5:GO:BP,17,0.9543840170149982,0.7521847506462939,0.018817528367583124,15,2,0,0.06897110119865285,4.215773112377096,2.4892393231735987e-5,1.402975698234448e-4
GOBP_AMYLOID_BETA_CLEARANCE,C5:GO:BP,23,0.04091511970920976,1.101130619491188,0.18462085122487412,12,11,1,0.38554811069301714,0.05151848316379589,0.9589123739729727,0.9717640392823239
GOBP_AMYLOID_BETA_FORMATION,C5:GO:BP,23,-0.7348731205396876,0.6674869836061235,0.8980970303100616,3,20,0,0.9934482938119845,-2.588023905277596,0.009652828146368414,0.024793917250266397
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,C5:GO:BP,23,-0.50297408297002,0.9058026224894673,0.6147887598613336,6,17,0,0.834914091934068,-2.129918915066344,0.033178308241296896,0.06942060741601504
GOBP_AMYLOID_FIBRIL_FORMATION,C5:GO:BP,22,-0.2696159579214005,1.0073253205813277,0.6492892416796281,7,15,0,0.8580415190703098,-0.33275394195375513,0.739320027748096,0.8141500285466747
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,C5:GO:BP,17,-0.94720440333065,0.5579963799247067,0.24303601907764785,1,16,0,0.46819438135102226,-3.432259796909662,5.985738584487098e-4,0.0022697659170669298
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,C5:GO:BP,23,-0.647975330346846,0.7854645837225407,0.7246240823726704,4,19,0,0.9107890251942206,-2.4141223717322013,0.015773163847259474,0.03735183017101414
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,C5:GO:BP,23,-0.49949895134819516,0.9373480358580482,0.37436088085694413,6,17,0,0.6226032332544604,-2.129914987108199,0.03317863258720111,0.06942060741601504
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,C5:GO:BP,18,-0.3592682064146265,0.8609397255574367,0.9649347065766208,6,12,0,0.9999994617856818,-1.2436968981199874,0.21361113805655463,0.31800161039725294
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,C5:GO:BP,14,0.0118012723093981,1.0338166552688919,0.7353493395519296,7,7,0,0.9180132070642315,0.04245607350238631,0.9661351284200594,0.9771160634794102
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,C5:GO:BP,7,-0.897484264282449,0.8951807079739158,1.971616045576729e-4,1,6,0,0.0015883155843955147,-3.8795718739788594,1.0464047886394507e-4,4.967165160159219e-4
GOBP_ANATOMICAL_STRUCTURE_MATURATION,C5:GO:BP,23,-0.3376824702382568,0.9998261057346933,0.37561814323924236,8,15,0,0.6241505134721702,-1.7414454556212935,0.08160552630949093,0.1454762579269505
GOBP_ANATOMICAL_STRUCTURE_REGRESSION,C5:GO:BP,3,1.1764697820932306,0.2457947323254178,0.1911887671855745,3,0,0,0.3953583644562089,1.978454645293141,0.047877440311340384,0.09428571729182736
GOBP_ANDROGEN_METABOLIC_PROCESS,C5:GO:BP,16,0.8539694279047183,0.796244229522591,0.06682012861421043,14,2,0,0.1818621960893532,3.340214415160562,8.371373039831833e-4,0.0030414926691339538
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,C5:GO:BP,23,0.6324727344335128,0.9015272941528412,0.12342319809350871,17,6,0,0.28641232568827896,3.6014950793231675,3.163924122652541e-4,0.0013011787035378274
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,C5:GO:BP,14,-1.0051500696324918,0.6201886527755686,0.04951997091864205,1,13,0,0.14434504500216386,-3.795374501858785,1.4742075353309746e-4,6.705493119310693e-4
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY,C5:GO:BP,18,0.6682924111945538,0.9615815991949519,0.048519783187865866,13,5,0,0.14229861144613348,3.560689341236826,3.698824850339361e-4,0.001485169578445936
GOBP_ANIMAL_ORGAN_FORMATION,C5:GO:BP,22,-0.09908121733372077,1.078802375841609,0.341369540303363,10,12,0,0.5887622356135462,-0.3662140848400984,0.7142053329591926,0.7932498731543565
GOBP_ANIMAL_ORGAN_MATURATION,C5:GO:BP,17,-0.6535211829095784,0.8599693246174918,0.42847505658295576,4,13,0,0.6770668336693634,-2.762233166704263,0.005740746485012427,0.01592099344262678
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,C5:GO:BP,14,-0.37233636372003504,1.085049511532924,0.006490272896083206,5,9,0,0.02980530012470682,-2.3233922785531256,0.020158088537987725,0.04598187639325336
GOBP_ANIMAL_ORGAN_REGENERATION,C5:GO:BP,20,0.4139926198460433,1.0014649858024678,0.2643703004927592,14,6,0,0.4961897234856727,1.6182449438534134,0.10560982055945656,0.1804748712491765
GOBP_ANOIKIS,C5:GO:BP,19,-0.9991846863633077,0.7132935891625274,0.0024493804375287464,2,17,0,0.01330998997948882,-4.9838373956999655,6.233546997230627e-7,5.2661060196737065e-6
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,C5:GO:BP,21,0.9180451572968911,0.8946272299889282,1.6257959004908905e-5,18,3,0,1.7916599267025875e-4,5.242644307795426,1.582915029467798e-7,1.5321574245938625e-6
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,C5:GO:BP,23,0.7803776000622811,1.0573771036807904,5.813786900608516e-10,18,5,0,1.6882087665379178e-8,5.855574772563391,4.753630845923169e-9,6.346762022782385e-8
GOBP_ANTEROGRADE_AXONAL_TRANSPORT,C5:GO:BP,23,0.18070023926354664,0.9819001518647421,0.8792431444915766,13,10,0,0.9874676315414956,1.0685787559059527,0.28525952537943217,0.3992169681734879
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT,C5:GO:BP,13,-0.5896116780372256,0.820123847927745,0.7567903872598276,3,10,0,0.9307087441035142,-1.8559896519501113,0.06345503304216621,0.1186015877002015
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,C5:GO:BP,8,-0.9784904400733028,0.33165296114415543,0.4731970599963426,0,8,0,0.7213185523337462,-2.2026807527181615,0.027617257789334465,0.05961957018399949
GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,C5:GO:BP,1,0.9427978825666422,NA,NA,1,0,0,NA,NA,NA,NA
