x,y
0.5760000000000218,-3.792000000000371
0.17600000000004457,-3.592000000000553
-0.62399999999991,-2.592000000000553
-1.0239999999998872,-1.592000000000553
-0.2239999999999327,-0.39200000000073487
-1.4239999999999782,1.207999999999629
-2.2239999999999327,2.0079999999989013
-2.2239999999999327,2.8079999999990832
-2.423999999999978,3.0079999999989013
-2.2239999999999327,3.407999999999447
-2.2239999999999327,4.207999999999629
-1.8239999999999554,5.007999999998901
-0.42399999999997817,6.007999999998901
0.37600000000009004,6.007999999998901
2.1760000000000446,4.207999999999629
3.576000000000022,0.6079999999992651
3.576000000000022,0.00799999999890133
3.7760000000000673,-0.19200000000091677
3.7760000000000673,-0.7920000000003711
3.576000000000022,-1.1920000000009168
3.576000000000022,-1.792000000000371
3.1760000000000446,-2.792000000000371
1.9760000000001128,-3.592000000000553
1.37600000000009,-3.792000000000371
0.5760000000000218,-3.792000000000371
