x,y
-0.09600000000045839,-9.095999999999776
-3.4960000000000946,-7.695999999999913
-5.2960000000002765,-6.095999999999776
-6.096000000000458,-4.695999999999913
-7.096000000000458,-2.0959999999997763
-7.496000000000095,-0.4959999999998672
-7.2960000000002765,0.9040000000002237
-6.695999999999913,1.9040000000002237
-6.2960000000002765,3.504000000000133
-4.2960000000002765,6.904000000000224
-1.2960000000002765,8.10400000000027
-0.2960000000002765,8.704000000000178
1.1040000000002692,8.704000000000178
2.3040000000000873,8.10400000000027
2.7039999999997235,8.10400000000027
3.9039999999995416,7.104000000000269
6.104000000000269,4.904000000000224
7.503999999999905,1.7040000000001783
7.304000000000087,-1.0959999999997763
7.304000000000087,-1.8959999999997308
7.104000000000269,-2.495999999999867
4.903999999999542,-7.095999999999776
4.503999999999905,-7.695999999999913
1.1040000000002692,-9.095999999999776
-0.09600000000045839,-9.095999999999776
