x,y
0.35200000000077125,-7.88799999999992
-3.6479999999992287,-6.288000000000011
-4.04799999999932,-5.688000000000102
-4.247999999999138,-4.88799999999992
-5.647999999999229,-2.087999999999738
-6.447999999998956,-0.08799999999973807
-7.447999999998956,1.711999999999989
-7.447999999998956,2.711999999999989
-7.247999999999138,3.311999999999898
-6.847999999999047,4.311999999999898
-5.647999999999229,5.912000000000262
-1.447999999998956,7.711999999999989
-0.8479999999990468,7.912000000000262
0.7520000000008622,7.912000000000262
1.3520000000007713,7.711999999999989
5.552000000001044,5.912000000000262
6.152000000000953,5.11200000000008
8.152000000000953,0.7119999999999891
8.352000000000771,-1.288000000000011
8.152000000000953,-2.087999999999738
7.552000000001044,-3.087999999999738
6.552000000001044,-5.487999999999829
5.752000000000862,-6.288000000000011
1.9520000000006803,-7.88799999999992
0.35200000000077125,-7.88799999999992
