"cell_type","genes","estimate","se","pval","ci.lb","ci.ub","k","tau2","I2","padj"
"L2_3 IT-12","SLC44A5",-0.0759204094641892,0.0677883723569062,0.262729902987378,-0.208783177854316,0.0569423589259376,7,0.0141308035891361,48.2357071798028,0.671804597268499
"L2_3 IT-12","AKT3",-0.0148691769333567,0.0300347676264109,0.620553893329917,-0.0737362397651516,0.0439978858984382,7,3.40834869706385e-06,0.0478293606437736,0.881033305344944
"L2_3 IT-12","CLIP3",-0.0756550304311069,0.141757682550452,0.593554208977492,-0.353494982761854,0.20218492189964,7,0.0874250276804401,68.1641884051332,0.86943097611425
"L2_3 IT-12","FER",0.0193657573687481,0.0761756541164652,0.799321720469558,-0.129935781198304,0.1686672959358,7,0.0215598818211454,60.9768360942026,0.946579582881599
"L2_3 IT-12","MIAT",-0.0237899510242804,0.106671610575285,0.823519587356912,-0.232862465924721,0.18528256387616,7,0.0549745910495697,76.4209560734371,0.955228893151678
"L2_3 IT-12","SDK1",0.168399426050451,0.158707165546412,0.288658050547204,-0.142660902508953,0.479459754609854,7,0.0962771498105913,62.1346296981772,0.69501725893569
"L2_3 IT-12","MIR3976HG",-0.0388305238227511,0.291423744564158,0.894000255604072,-0.610010567408302,0.532349519762799,7,0.490033541309193,89.1345994952219,0.971292231146536
"L2_3 IT-12","SLITRK4",0.100457075628534,0.170944130423354,0.556760340996231,-0.234587263369758,0.435501414626826,7,0.139038323621394,78.2682418912486,0.857661984173902
"L2_3 IT-12","PARP8",0.108048888194218,0.0835454880279882,0.195909354484273,-0.0556972594114606,0.271795035799897,7,0.0266256405756692,63.625509191219,0.599875409681539
"L2_3 IT-12","KLHL29",0.132078393124545,0.0858220142802631,0.12380909476479,-0.0361296639454532,0.300286450194543,7,0.0210228709321706,44.5707363093289,0.507126140423256
"L2_3 IT-12","HDAC9",-0.00597996367598377,0.0465162523171684,0.897708638156504,-0.0971501429134117,0.0851902155614442,7,0.00417285898411086,29.1961464927654,0.972196627521362
"L2_3 IT-12","DIRAS1",0.126192727691338,0.301792970421406,0.675842301995145,-0.465310625121979,0.717696080504656,7,0.480323376766681,86.5647918256403,0.901173879913402
"L2_3 IT-12","NORAD",0.19953665504244,0.195938323164437,0.308504711700956,-0.184495401551026,0.583568711635906,7,0.199070886598731,82.9407628978518,0.713374920646348
"L2_3 IT-12","CDH4",-0.0745073377640488,0.126612804606407,0.556219511168671,-0.322663874774213,0.173649199246115,7,0.0704042392472566,69.4272898501314,0.857470045748864
"L2_3 IT-12","ABLIM2",0.0175679380861918,0.0922175133846399,0.848913079698155,-0.163175066891543,0.198310943063926,7,0.0324725068039966,60.6130350787744,0.961811632951598
"L2_3 IT-12","C1QTNF3-AMACR",-0.199847054169461,0.229957898739092,0.384814687916586,-0.650556253658591,0.250862145319668,5,0.192575884643412,83.3227614966538,0.768240391913225
"L2_3 IT-12","PCDH9",-0.0265561590605004,0.0406573031262799,0.513646238494842,-0.106243008896537,0.0531306907755359,7,6.91391469388099e-06,0.0552251743339528,0.839317992385926
"L2_3 IT-12","ENO2",0.0134118166836621,0.0984839872349887,0.891676839950076,-0.179613251350818,0.206436884718142,7,0.0291719807850569,48.0346902385229,0.97053453636525
"L2_3 IT-12","SFXN1",-0.0835238066571403,0.0644284133310832,0.194844063581353,-0.209801176367124,0.0427535630528431,6,0.0116979646985859,54.9424596263046,0.598935434712539
"L2_3 IT-12","GPHN",0.0313458391647789,0.0483646158151035,0.516910490209793,-0.0634470659589403,0.126138744288498,7,0.00650918076423429,43.2814176309981,0.841465104250612
"L2_3 IT-12","USP11",0.086918694441762,0.107141724251703,0.417222274588106,-0.123075226333098,0.296912615216622,7,0.0473522735706053,67.2965046253613,0.786969712105444
"L2_3 IT-12","SHANK3",-0.0472277298634926,0.106189937982809,0.656502099334348,-0.255356183830341,0.160900724103356,7,0.0494990897954479,74.8829373240031,0.895615678149924
"L2_3 IT-12","GREB1L",0.0787404245803502,0.14758829247837,0.59367780222992,-0.210527313217019,0.368008162377719,7,0.0958109055698279,70.7212386200505,0.86943097611425
"L2_3 IT-12","MAGI3",0.0670141671578603,0.0938303832479575,0.475100173249735,-0.116890004663727,0.250918338979447,7,0.0419450182094327,75.8236233331259,0.823417056870387
"L2_3 IT-12","FAIM2",0.138975454412584,0.126985681116355,0.273771557488285,-0.109911907127761,0.387862815952928,7,0.0644545657334837,64.29525930548,0.680703323024421
"L2_3 IT-12","SPATA6",-0.131826802510057,0.118584612628905,0.266280621024543,-0.364248372383345,0.100594767363231,7,0.0593684367025357,69.4275732458941,0.674999871933667
