"cell_type","genes","estimate","se","pval","ci.lb","ci.ub","k","tau2","I2","padj"
"Chandelier-2","MT-CYB",-0.0598990050940518,0.274262890298521,0.827117494362299,-0.597444392375014,0.47764638218691,5,0.224420285012427,65.1280594039371,0.985390639791978
"Chandelier-2","NEAT1",0.0594059783257283,0.459381958513753,0.897106679781905,-0.840966115508701,0.959778072160158,5,0.913312889439326,92.8559855858314,0.990490673536599
"Chandelier-2","MT-CO2",0.0787987048501218,0.300219860318719,0.792959116189282,-0.509621408818214,0.667218818518458,5,0.28732945317058,69.8239410177999,0.978369709274983
"Chandelier-2","MT-ND3",0.323840393851417,0.501291881512996,0.518271812792592,-0.658673639656375,1.30635442735921,5,1.03887894686733,86.2960960328519,0.935345776813282
"Chandelier-2","MT-CO1",-0.00594167218808985,0.254645294385827,0.981384543635966,-0.505037278016909,0.49315393364073,5,0.178494691109545,60.6548575948392,0.999554113830901
"Chandelier-2","CCK",-0.106411947555111,0.395471041501329,0.787870845434257,-0.88152094582626,0.668697050716039,5,0.58609597915576,81.0816271606956,0.977295845718803
"Chandelier-2","MT-ND2",0.0481608709128685,0.359105417967721,0.893312854486253,-0.655672814957068,0.751994556782805,5,0.474489270428751,82.2580785803289,0.990490673536599
"Chandelier-2","NTNG1",-0.313675914556283,0.393959642062776,0.425908056779892,-1.08582262436162,0.45847079524905,5,0.643249572657484,88.6635568337087,0.904948958749224
"Chandelier-2","MT-ND4",0.126843431567442,0.316266562747258,0.688372309138757,-0.493027640931461,0.746714504066346,5,0.335795322073356,74.0542453019866,0.965252963256582
"Chandelier-2","PCDH7",0.215410869586196,0.0814072142296464,0.00814279887553176,0.0558556616143521,0.374966077558039,5,5.14839792119726e-07,0.00131676894229733,0.335286454797994
"Chandelier-2","ME3",0.0252497770220702,0.167117264306606,0.879904581266699,-0.302294042213739,0.352793596257879,5,0.0935737711652673,82.3064243106196,0.990490673536599
"Chandelier-2","MT-ND5",0.126547433440684,0.321690646055881,0.694037078189203,-0.503954646992266,0.757049513873633,5,0.33757483247954,72.7529066767291,0.96543646351222
"Chandelier-2","CLSTN2",0.0296807904040158,0.229053235147609,0.896898478129489,-0.419255301027681,0.478616881835713,5,0.186104318823369,80.5808887561445,0.990490673536599
"Chandelier-2","CNTNAP3B",-0.33835551842295,0.25557415527408,0.185535096016423,-0.839271658139395,0.162560621293495,5,0.204200594564038,74.6746838221659,0.794630854629412
"Chandelier-2","MT-ND1",0.0365728904705433,0.208216065274374,0.86056990498833,-0.371523098469872,0.444668879410958,5,0.0841863850274586,41.8480805760957,0.99035935956114
"Chandelier-2","ATP2B2",-0.0614721155614193,0.13710963839797,0.653905835334981,-0.330202068754751,0.207257837631912,5,0.0585403835677293,78.9574072930576,0.956543105602253
"Chandelier-2","MFN1",-0.120053000579801,0.11228756234419,0.284999062158085,-0.340132578686209,0.100026577526607,5,0.0263132611535676,48.9862419589714,0.848508628785822
"Chandelier-2","PDE4B",-0.491428403647106,0.137029462205854,0.000335406429168511,-0.760001214391472,-0.22285559290274,5,0,0,0.0966744530841853
"Chandelier-2","OPCML",-0.043189685446127,0.135438840007107,0.749812202190675,-0.30864493396794,0.222265563075686,5,0.045060793153783,58.9859907874741,0.97098240069769
"Chandelier-2","CMSS1",0.226236127557913,0.160623935224287,0.158988013717203,-0.0885810005367841,0.54105325565261,5,0.0780611884127681,72.741982648804,0.780632270023657
"Chandelier-2","SRP14",-0.171696948247474,0.340827805522465,0.614426878558247,-0.839707172001327,0.496313275506378,5,0.420859603361179,78.6556637622045,0.950507462835922
"Chandelier-2","STK3",-0.0397627227194503,0.119627763321633,0.739596994554388,-0.274228830380932,0.194703384942031,5,0.00810546835081593,10.6829755840331,0.968745073838649
"Chandelier-2","MT-ATP6",0.157878970328294,0.273577059865409,0.563877709043698,-0.378322214004266,0.694080154660854,5,0.212523864713246,60.9096194769136,0.943459618684596
"Chandelier-2","ARHGAP6",-0.0193755715209931,0.165407486211387,0.906750364872069,-0.343568287268616,0.30481714422663,5,0.0669367639923167,54.962616778134,0.992422212801556
"Chandelier-2","ELAVL2",-0.0649866352095767,0.143959623109901,0.651684958577324,-0.347142311732942,0.217169041313789,5,0.0575933701390171,66.0153821880973,0.954765038699913
"Chandelier-2","PVALB",-0.452214146047623,0.473156535272018,0.339204121964168,-1.37958391423053,0.475155622135289,5,0.902745674502514,89.5507727656334,0.867903937017601
"Chandelier-2","GLCCI1",0.0917544477817731,0.244857580887375,0.707864417969084,-0.388157592099086,0.571666487662632,5,0.228799490710898,88.1395746937103,0.968412298125008
"Chandelier-2","CDH4",-0.10896876795982,0.116384730447863,0.34912872198461,-0.337078647988034,0.119141112068393,5,2.74206134138301e-07,0.000327790827930089,0.868641212868535
"Chandelier-2","TSPYL2",-0.0310660118815629,0.0800085247755193,0.697806044292795,-0.187879838897761,0.125747815134636,5,2.97574483969714e-06,0.00783735476574377,0.96543646351222
"Chandelier-2","PLEKHA1",-0.0305969338843659,0.112384324047927,0.785427735002157,-0.250866161445181,0.189672293676449,5,0.0255482430515822,44.4127272463883,0.977295845718803
"Chandelier-2","ANKRD36B",-0.0668731047488069,0.0995858335939401,0.5018942738715,-0.262057751963329,0.128311542465715,5,1.42393326488567e-06,0.00244874868682918,0.929628936397942
"Chandelier-2","RPS4X",-0.243056495568472,0.351460489306097,0.489212831587299,-0.931906396597247,0.445793405460304,5,0.37954731107151,70.4665210494629,0.929214278694706
"Chandelier-2","SPTB",-0.0205760979084125,0.0982924885320635,0.834186414692424,-0.213225835382073,0.172073639565248,5,0.0149421354996109,33.2930765810226,0.98645130187
"Chandelier-2","CHL1",-0.25748156805521,0.190760652676541,0.177092189621242,-0.631365576968585,0.116402440858164,5,0.0431872292401071,23.7855600878912,0.788549535960541
"Chandelier-2","PPP6R2",-0.105426419118158,0.138538171588691,0.446661936796208,-0.376956245916022,0.166103407679707,5,0.049929585203457,61.4951371684286,0.909588194117061
"Chandelier-2","KCNT1",0.141605126689157,0.0659018158118027,0.0316559078263408,0.0124399411822312,0.270770312196082,5,5.06813094183534e-07,0.00198712940516336,0.512693069210211
"Chandelier-2","WIF1",-0.193311181118021,0.207499437847342,0.351531561067582,-0.600002606111119,0.213380243875077,5,0.124542332150868,64.787913334392,0.868858020659782
"Chandelier-2","KIF26B",0.0199970161646505,0.0780523846944425,0.797796456054062,-0.132982846743922,0.172976879073223,5,6.15676197187039e-06,0.0156729091699882,0.978546672349283
"Chandelier-2","GTF3C1",-0.166324823169948,0.104566507088778,0.111696745181089,-0.371271411053105,0.0386217647132092,5,0.017144349400767,33.4643189998472,0.702227691599898
"Chandelier-2","ENTPD1-AS1",-0.0454327807829161,0.189412511016846,0.81043758001,-0.41667448059723,0.325808919031397,5,0.102473248884438,65.3067113956544,0.980532648465441
"Chandelier-2","GGNBP2",0.00950025584563997,0.115713842489495,0.934566166586454,-0.217294707946512,0.236295219637792,5,0.0204997923913151,32.785735976147,0.996503813511571
"Chandelier-2","RGS5",-0.968914439545859,0.588169001077637,0.0994881395144323,-2.12170449848093,0.18387561938921,5,1.30889496664896,83.7831962339151,0.688512099789102
"Chandelier-2","DSCAML1",-0.0609321592018317,0.112643423811683,0.588556126031033,-0.281709212968012,0.159844894564349,5,0.0273414236902285,49.849261130642,0.947720979787923
